R,E1,E2,E3,V11,V22,V33,V12,V13,V23,nac12,nac13,nac23,abs_nac12,abs_nac13,abs_nac23
2.0273136568284142,0.048865230891740434,0.3182508853875164,0.4684849323228087,0.048865230891740434,0.3182508853875164,0.4684849323228087,3.254637280621367e-29,2.2676766711599428e-123,0.0,-1.061400815677032e-26,5.430063248724308e-121,5.2533740106696516e-95,1.061400815677032e-26,5.430063248724308e-121,5.2533740106696516e-95
2.0305152576288146,0.04873000408137583,0.31659811815570316,0.46647000262268995,0.04873000408137583,0.31659811815570316,0.46647000262268995,4.310352224852728e-29,4.142881049418412e-123,0.0,-1.4103565260133508e-26,9.964970778454021e-121,7.244588241380272e-95,1.4103565260133508e-26,9.964970778454021e-121,7.244588241380272e-95
2.0337168584292145,0.04859526722484632,0.31495307623982166,0.4644637840583879,0.04859526722484632,0.31495307623982166,0.4644637840583879,5.704768455111578e-29,7.56378005564583e-123,0.0,-1.8728080686611853e-26,1.827521414167303e-120,9.990544685101147e-95,1.8728080686611853e-26,1.827521414167303e-120,9.990544685101147e-95
2.036918459229615,0.048461018884498816,0.3133157257640938,0.46246623973727324,0.048461018884498816,0.3133157257640938,0.46246623973727324,7.545332446154378e-29,1.3800359987371835e-122,0.0,-2.4852638030869023e-26,3.3493784659885625e-120,1.3777318587798674e-94,2.4852638030869023e-26,3.3493784659885625e-120,1.3777318587798674e-94
2.040120060030015,0.04832725762659378,0.3116860329971623,0.4604773329214261,0.04832725762659378,0.3116860329971623,0.4604773329214261,9.973184029586736e-29,2.516268812362989e-122,0.0,-3.295843490859044e-26,6.1345297604365907e-120,1.899941855230114e-94,3.295843490859044e-26,6.1345297604365907e-120,1.899941855230114e-94
2.043321660830415,0.04819398202129481,0.3100639643514825,0.4584970270269926,0.04819398202129481,0.3100639643514825,0.4584970270269926,1.3173597263256655e-28,4.584993774285289e-122,0.0,-4.3679285781675494e-26,1.122829040749108e-119,2.620088698170817e-94,4.3679285781675494e-26,1.122829040749108e-119,2.620088698170817e-94
2.0465232616308153,0.04806119064265835,0.3084494863827165,0.4565252856235389,0.04806119064265835,0.3084494863827165,0.4565252856235389,1.73896174260437e-28,8.349021159485768e-122,0.0,-5.784946389150616e-26,2.0538149042069349e-119,3.6131979218382413e-94,5.784946389150616e-26,2.0538149042069349e-119,3.6131979218382413e-94
2.0497248624312157,0.04792888206862336,0.30684256578913277,0.454562072433413,0.04792888206862336,0.30684256578913277,0.454562072433413,2.293986030071812e-28,1.519313752747155e-121,0.0,-7.65663616155202e-26,3.7542593544585633e-119,4.982732633435826e-94,7.65663616155202e-26,3.7542593544585633e-119,4.982732633435826e-94
2.052926463231616,0.04779705488100135,0.3052431694110046,0.4526073513311064,0.04779705488100135,0.3052431694110046,0.4526073513311064,3.0241728210771584e-28,2.762959203305388e-121,0.0,-1.0127250273742142e-25,6.858080023721525e-119,6.871372475109738e-94,1.0127250273742142e-25,6.858080023721525e-119,6.871372475109738e-94
2.056128064032016,0.047665707665465816,0.30365126423001254,0.45066108634262,0.047665707665465816,0.30365126423001254,0.45066108634262,3.9841670467579255e-28,5.021304651292704e-121,0.0,-1.338628095541659e-25,1.251976370096507e-118,9.475878246924442e-94,1.338628095541659e-25,1.251976370096507e-118,9.475878246924442e-94
2.059329664832416,0.047534839011542304,0.3020668173686499,0.44872324164483024,0.047534839011542304,0.3020668173686499,0.44872324164483024,5.245459861316258e-28,9.119557516167752e-121,0.0,-1.7682480545246053e-25,2.2840469295971226e-118,1.3067590824500473e-93,1.7682480545246053e-25,2.2840469295971226e-118,1.3067590824500473e-93
2.0625312656328165,0.0474044475125982,0.300489796089631,0.4467937815648604,0.0474044475125982,0.300489796089631,0.4467937815648604,6.901519081925601e-28,1.6551831550516342e-120,0.0,-2.334217396586609e-25,4.164177388818933e-118,1.8020700002153382e-93,2.334217396586609e-25,4.164177388818933e-118,1.8020700002153382e-93
2.0657328664332164,0.04727453176583257,0.2989201677952994,0.44487267057945357,0.04727453176583257,0.2989201677952994,0.44487267057945357,9.074462578130037e-28,3.002157308342352e-120,0.0,-3.0793161021366622e-25,7.586976318408894e-118,2.485122838670359e-93,3.0793161021366622e-25,7.586976318408894e-118,2.485122838670359e-93
2.0689344672336167,0.04714509037226605,0.29735790002704166,0.44295987331434733,0.04714509037226605,0.29735790002704166,0.44295987331434733,1.1923732677319577e-27,5.441716693661689e-120,0.0,-4.059589335487217e-25,1.3814130167521716e-117,3.427079179460149e-93,4.059589335487217e-25,1.3814130167521716e-117,3.427079179460149e-93
