beta_blue,Cv_blue_over_kB,beta_red,Cv_red_over_kB
1.210977701543739293e+01,6.602658788774001808e-01,1.224699828473413454e+01,3.279172821270313204e-02
1.214408233276157745e+01,6.584933530280651093e-01,1.228130360205831906e+01,3.190546528803541587e-02
1.217838765008576374e+01,6.558345642540620579e-01,1.231560891938250357e+01,3.101920236336783501e-02
1.221269296740994825e+01,6.531757754800590066e-01,1.234991423670668986e+01,3.101920236336783501e-02
1.224699828473413454e+01,6.514032496307237130e-01,1.238421955403087438e+01,3.101920236336783501e-02
1.228130360205831906e+01,6.496307237813884194e-01,1.241852487135506067e+01,2.924667651403254146e-02
1.231560891938250357e+01,6.478581979320531259e-01,1.245283018867924518e+01,2.924667651403254146e-02
1.234991423670668986e+01,6.443131462333824278e-01,1.248713550600342970e+01,2.924667651403254146e-02
1.238421955403087438e+01,6.425406203840472452e-01,1.252144082332761599e+01,2.924667651403254146e-02
1.241852487135506067e+01,6.407680945347118406e-01,1.255574614065180050e+01,2.836041358936482876e-02
1.245283018867924518e+01,6.381093057607090113e-01,1.259005145797598679e+01,2.747415066469724790e-02
1.248713550600342970e+01,6.363367799113737178e-01,1.262435677530017131e+01,2.747415066469724790e-02
1.252144082332761599e+01,6.336779911373706664e-01,1.265866209262435760e+01,2.747415066469724790e-02
1.255574614065180050e+01,6.319054652880353729e-01,1.269296740994854211e+01,2.658788774002953520e-02
1.259005145797598679e+01,6.301329394387000793e-01,1.272727272727272663e+01,2.570162481536195434e-02
1.262435677530017131e+01,6.274741506646971390e-01,1.276157804459691292e+01,2.570162481536195434e-02
1.265866209262435760e+01,6.248153618906941986e-01,1.279588336192109743e+01,2.570162481536195434e-02
1.269296740994854211e+01,6.230428360413589051e-01,1.283018867924528372e+01,2.570162481536195434e-02
1.272727272727272663e+01,6.203840472673559647e-01,1.286449399656946824e+01,2.392909896602652894e-02
1.276157804459691292e+01,6.186115214180206712e-01,1.289879931389365275e+01,2.392909896602652894e-02
1.279588336192109743e+01,6.159527326440177308e-01,1.293310463121783904e+01,2.392909896602652894e-02
1.283018867924528372e+01,6.141802067946823263e-01,1.296740994854202356e+01,2.392909896602652894e-02
1.286449399656946824e+01,6.115214180206794969e-01,1.300171526586620985e+01,2.304283604135894808e-02
1.289879931389365275e+01,6.088626292466765566e-01,1.303602058319039436e+01,2.215657311669123539e-02
1.293310463121783904e+01,6.070901033973411520e-01,1.307032590051457888e+01,2.215657311669123539e-02
1.296740994854202356e+01,6.044313146233381007e-01,1.310463121783876517e+01,2.215657311669123539e-02
1.300171526586620985e+01,6.026587887740030292e-01,1.313893653516294968e+01,2.215657311669123539e-02
1.303602058319039436e+01,5.999999999999999778e-01,1.317324185248713597e+01,2.215657311669123539e-02
1.307032590051457888e+01,5.973412112259969264e-01,1.320754716981132049e+01,2.127031019202365453e-02
1.310463121783876517e+01,5.955686853766616329e-01,1.324185248713550678e+01,2.038404726735594183e-02
1.313893653516294968e+01,5.929098966026588036e-01,1.327615780445969129e+01,2.038404726735594183e-02
1.317324185248713597e+01,5.911373707533235100e-01,1.331046312178387581e+01,2.038404726735594183e-02
1.320754716981132049e+01,5.884785819793204587e-01,1.334476843910806210e+01,2.038404726735594183e-02
1.324185248713550678e+01,5.867060561299851651e-01,1.337907375643224661e+01,1.861152141802064827e-02
1.327615780445969129e+01,5.840472673559822248e-01,1.341337907375643290e+01,1.861152141802064827e-02
1.331046312178387581e+01,5.813884785819792844e-01,1.344768439108061742e+01,1.861152141802064827e-02
1.334476843910806210e+01,5.796159527326439909e-01,1.348198970840480193e+01,1.861152141802064827e-02
1.337907375643224661e+01,5.769571639586410505e-01,1.351629502572898822e+01,1.861152141802064827e-02
1.341337907375643290e+01,5.742983751846379992e-01,1.355060034305317274e+01,1.861152141802064827e-02
1.344768439108061742e+01,5.725258493353027056e-01,1.358490566037735903e+01,1.861152141802064827e-02
1.348198970840480193e+01,5.698670605612998763e-01,1.361921097770154354e+01,1.861152141802064827e-02
1.351629502572898822e+01,5.680945347119645827e-01,1.365351629502572983e+01,1.683899556868535471e-02
1.355060034305317274e+01,5.654357459379615314e-01,1.368782161234991435e+01,1.683899556868535471e-02
1.358490566037735903e+01,5.636632200886262378e-01,1.372212692967409886e+01,1.683899556868535471e-02
1.361921097770154354e+01,5.610044313146232975e-01,1.375643224699828515e+01,1.683899556868535471e-02
1.365351629502572983e+01,5.583456425406203572e-01,1.379073756432246967e+01,1.683899556868535471e-02
1.368782161234991435e+01,5.565731166912850636e-01,1.382504288164665596e+01,1.595273264401777386e-02
1.372212692967409886e+01,5.539143279172821233e-01,1.385934819897084047e+01,1.506646971935006116e-02
1.375643224699828515e+01,5.512555391432791829e-01,1.389365351629502499e+01,1.506646971935006116e-02
1.379073756432246967e+01,5.494830132939438894e-01,1.392795883361921128e+01,1.506646971935006116e-02
1.382504288164665596e+01,5.468242245199409490e-01,1.396226415094339579e+01,1.506646971935006116e-02
1.385934819897084047e+01,5.450516986706056555e-01,1.399656946826758208e+01,1.506646971935006116e-02
1.389365351629502499e+01,5.423929098966026041e-01,1.403087478559176660e+01,1.506646971935006116e-02
1.392795883361921128e+01,5.397341211225997748e-01,1.406518010291595111e+01,1.506646971935006116e-02
1.396226415094339579e+01,5.379615952732644812e-01,1.409948542024013740e+01,1.506646971935006116e-02
1.399656946826758208e+01,5.353028064992614299e-01,1.413379073756432192e+01,1.418020679468248030e-02
1.403087478559176660e+01,5.335302806499261363e-01,1.416809605488850821e+01,1.329394387001476760e-02
1.406518010291595111e+01,5.308714918759230850e-01,1.420240137221269272e+01,1.329394387001476760e-02
1.409948542024013740e+01,5.282127031019202557e-01,1.423670668953687901e+01,1.329394387001476760e-02
1.413379073756432192e+01,5.264401772525849621e-01,1.427101200686106353e+01,1.329394387001476760e-02
1.416809605488850821e+01,5.237813884785819107e-01,1.430531732418524804e+01,1.329394387001476760e-02
1.420240137221269272e+01,5.220088626292466172e-01,1.433962264150943433e+01,1.329394387001476760e-02
1.423670668953687901e+01,5.193500738552436768e-01,1.437392795883361885e+01,1.329394387001476760e-02
1.427101200686106353e+01,5.175775480059083833e-01,1.440823327615780514e+01,1.240768094534705490e-02
1.430531732418524804e+01,5.149187592319054430e-01,1.444253859348198965e+01,1.152141802067947404e-02
1.433962264150943433e+01,5.122599704579025026e-01,1.447684391080617416e+01,1.152141802067947404e-02
1.437392795883361885e+01,5.104874446085672091e-01,1.451114922813036046e+01,1.152141802067947404e-02
1.440823327615780514e+01,5.078286558345641577e-01,1.454545454545454497e+01,1.152141802067947404e-02
1.444253859348198965e+01,5.051698670605613284e-01,1.457975986277873126e+01,1.152141802067947404e-02
1.447684391080617416e+01,5.033973412112260348e-01,1.461406518010291578e+01,1.152141802067947404e-02
1.451114922813036046e+01,5.007385524372229835e-01,1.464837049742710207e+01,1.152141802067947404e-02
1.454545454545454497e+01,4.980797636632201542e-01,1.468267581475128658e+01,1.152141802067947404e-02
1.457975986277873126e+01,4.963072378138846941e-01,1.471698113207547109e+01,1.152141802067947404e-02
1.461406518010291578e+01,4.936484490398818092e-01,1.475128644939965739e+01,1.152141802067947404e-02
1.464837049742710207e+01,4.918759231905465157e-01,1.478559176672384190e+01,1.152141802067947404e-02
1.468267581475128658e+01,4.892171344165435198e-01,1.481989708404802819e+01,1.063515509601176134e-02
1.471698113207547109e+01,4.865583456425406350e-01,1.485420240137221271e+01,1.063515509601176134e-02
1.475128644939965739e+01,4.847858197932052304e-01,1.488850771869639722e+01,9.748892171344180485e-03
1.478559176672384190e+01,4.821270310192023456e-01,1.492281303602058351e+01,9.748892171344180485e-03
1.481989708404802819e+01,4.803545051698670521e-01,1.495711835334476802e+01,9.748892171344180485e-03
1.485420240137221271e+01,4.776957163958640562e-01,1.499142367066895432e+01,9.748892171344180485e-03
1.488850771869639722e+01,4.750369276218611714e-01,1.502572898799313883e+01,9.748892171344180485e-03
1.492281303602058351e+01,4.732644017725258778e-01,1.506003430531732334e+01,9.748892171344180485e-03
1.495711835334476802e+01,4.706056129985228820e-01,1.509433962264150964e+01,9.748892171344180485e-03
1.499142367066895432e+01,4.688330871491875884e-01,1.512864493996569415e+01,9.748892171344180485e-03
1.502572898799313883e+01,4.661742983751845926e-01,1.516295025728988044e+01,9.748892171344180485e-03
1.506003430531732334e+01,4.644017725258492990e-01,1.519725557461406495e+01,8.862629246676467787e-03
1.509433962264150964e+01,4.617429837518464142e-01,1.523156089193825125e+01,7.976366322008886928e-03
1.512864493996569415e+01,4.590841949778434183e-01,1.526586620926243576e+01,7.976366322008886928e-03
1.516295025728988044e+01,4.573116691285081248e-01,1.530017152658662027e+01,7.976366322008886928e-03
1.519725557461406495e+01,4.546528803545051289e-01,1.533447684391080656e+01,7.976366322008886928e-03
1.523156089193825125e+01,4.528803545051698354e-01,1.536878216123499108e+01,7.976366322008886928e-03
1.526586620926243576e+01,4.502215657311669506e-01,1.540308747855917737e+01,7.976366322008886928e-03
1.530017152658662027e+01,4.475627769571639547e-01,1.543739279588336188e+01,7.976366322008886928e-03
1.533447684391080656e+01,4.457902511078286611e-01,1.547169811320754640e+01,7.976366322008886928e-03
1.536878216123499108e+01,4.440177252584933676e-01,1.550600343053173269e+01,7.976366322008886928e-03
1.540308747855917737e+01,4.413589364844903717e-01,1.554030874785591720e+01,7.976366322008886928e-03
1.543739279588336188e+01,4.395864106351550782e-01,1.557461406518010349e+01,7.976366322008886928e-03
1.547169811320754640e+01,4.369276218611521934e-01,1.560891938250428801e+01,7.090103397341174229e-03
1.550600343053173269e+01,4.351550960118168998e-01,1.564322469982847430e+01,7.090103397341174229e-03
1.554030874785591720e+01,4.324963072378139040e-01,1.567753001715265881e+01,7.090103397341174229e-03
1.557461406518010349e+01,4.307237813884786104e-01,1.571183533447684333e+01,7.090103397341174229e-03
1.560891938250428801e+01,4.280649926144755590e-01,1.574614065180102962e+01,7.090103397341174229e-03
1.564322469982847430e+01,4.262924667651402655e-01,1.578044596912521413e+01,6.203840472673594238e-03
1.567753001715265881e+01,4.236336779911374362e-01,1.581475128644940042e+01,6.203840472673594238e-03
1.571183533447684333e+01,4.218611521418021426e-01,1.584905660377358494e+01,6.203840472673594238e-03
1.574614065180102962e+01,4.192023633677990913e-01,1.588336192109776945e+01,6.203840472673594238e-03
1.578044596912521413e+01,4.174298375184637977e-01,1.591766723842195574e+01,6.203840472673594238e-03
1.581475128644940042e+01,4.156573116691285041e-01,1.595197255574614026e+01,6.203840472673594238e-03
1.584905660377358494e+01,4.129985228951255083e-01,1.598627787307032655e+01,6.203840472673594238e-03
1.588336192109776945e+01,4.103397341211226235e-01,1.602058319039451106e+01,6.203840472673594238e-03
1.591766723842195574e+01,4.085672082717873299e-01,1.605488850771869735e+01,6.203840472673594238e-03
1.595197255574614026e+01,4.067946824224519253e-01,1.608919382504288009e+01,6.203840472673594238e-03
1.598627787307032655e+01,4.050221565731166318e-01,1.612349914236706638e+01,6.203840472673594238e-03
1.602058319039451106e+01,4.023633677991137469e-01,1.615780445969125267e+01,6.203840472673594238e-03
1.605488850771869735e+01,3.997045790251107511e-01,1.619210977701543897e+01,6.203840472673594238e-03
1.608919382504288009e+01,3.979320531757754575e-01,1.622641509433962170e+01,6.203840472673594238e-03
1.612349914236706638e+01,3.961595273264401640e-01,1.626072041166380799e+01,6.203840472673594238e-03
1.615780445969125267e+01,3.943870014771048704e-01,1.629502572898799428e+01,6.203840472673594238e-03
1.619210977701543897e+01,3.926144756277695769e-01,1.632933104631217702e+01,6.203840472673594238e-03
1.622641509433962170e+01,3.890694239290989898e-01,1.636363636363636331e+01,6.203840472673594238e-03
1.626072041166380799e+01,3.872968980797636962e-01,1.639794168096054960e+01,6.203840472673594238e-03
1.629502572898799428e+01,3.855243722304284026e-01,1.643224699828473589e+01,6.203840472673594238e-03
1.632933104631217702e+01,3.837518463810931091e-01,1.646655231560891863e+01,6.203840472673594238e-03
1.636363636363636331e+01,3.819793205317577045e-01,1.650085763293310492e+01,5.317577548005880672e-03
1.639794168096054960e+01,3.802067946824224109e-01,1.653516295025729121e+01,5.317577548005880672e-03
1.643224699828473589e+01,3.766617429837518238e-01,1.656946826758147395e+01,5.317577548005880672e-03
1.646655231560891863e+01,3.748892171344165303e-01,1.660377358490566024e+01,5.317577548005880672e-03
1.650085763293310492e+01,3.731166912850812367e-01,1.663807890222984653e+01,5.317577548005880672e-03
1.653516295025729121e+01,3.713441654357459432e-01,1.667238421955402927e+01,5.317577548005880672e-03
1.656946826758147395e+01,3.695716395864106496e-01,1.670668953687821556e+01,5.317577548005880672e-03
1.660377358490566024e+01,3.677991137370753560e-01,1.674099485420240185e+01,5.317577548005880672e-03
1.663807890222984653e+01,3.660265878877400625e-01,1.677530017152658814e+01,5.317577548005880672e-03
1.667238421955402927e+01,3.642540620384047689e-01,1.680960548885077088e+01,5.317577548005880672e-03
1.670668953687821556e+01,3.607090103397341818e-01,1.684391080617495717e+01,5.317577548005880672e-03
1.674099485420240185e+01,3.589364844903988883e-01,1.687821612349914346e+01,5.317577548005880672e-03
1.677530017152658814e+01,3.571639586410634282e-01,1.691252144082332620e+01,5.317577548005880672e-03
1.680960548885077088e+01,3.553914327917281346e-01,1.694682675814751249e+01,5.317577548005880672e-03
1.684391080617495717e+01,3.536189069423928411e-01,1.698113207547169878e+01,5.317577548005880672e-03
1.687821612349914346e+01,3.518463810930575475e-01,1.701543739279588507e+01,5.317577548005880672e-03
1.691252144082332620e+01,3.500738552437222539e-01,1.704974271012006781e+01,5.317577548005880672e-03
1.694682675814751249e+01,3.483013293943869604e-01,1.708404802744425410e+01,5.317577548005880672e-03
1.698113207547169878e+01,3.456425406203840756e-01,1.711835334476844039e+01,5.317577548005880672e-03
1.701543739279588507e+01,3.438700147710486710e-01,1.715265866209262313e+01,5.317577548005880672e-03
1.704974271012006781e+01,3.412112259970457862e-01,1.718696397941680942e+01,5.317577548005880672e-03
1.708404802744425410e+01,3.394387001477104926e-01,1.722126929674099571e+01,5.317577548005880672e-03
1.711835334476844039e+01,3.376661742983751990e-01,1.725557461406517845e+01,5.317577548005880672e-03
1.715265866209262313e+01,3.358936484490399055e-01,1.728987993138936474e+01,5.317577548005880672e-03
1.718696397941680942e+01,3.341211225997046119e-01,1.732418524871355103e+01,5.317577548005880672e-03
1.722126929674099571e+01,3.323485967503693184e-01,1.735849056603773732e+01,5.317577548005880672e-03
1.725557461406517845e+01,3.305760709010339138e-01,1.739279588336192006e+01,5.317577548005880672e-03
1.728987993138936474e+01,3.288035450516986202e-01,1.742710120068610635e+01,5.317577548005880672e-03
1.732418524871355103e+01,3.270310192023633267e-01,1.746140651801029264e+01,5.317577548005880672e-03
1.735849056603773732e+01,3.252584933530280331e-01,1.749571183533447538e+01,5.317577548005880672e-03
1.739279588336192006e+01,3.234859675036927396e-01,1.753001715265866167e+01,5.317577548005880672e-03
1.742710120068610635e+01,3.217134416543574460e-01,1.756432246998284796e+01,5.317577548005880672e-03
1.746140651801029264e+01,3.190546528803544502e-01,1.759862778730703425e+01,5.317577548005880672e-03
1.749571183533447538e+01,3.181683899556868589e-01,1.763293310463121699e+01,4.431314623338300680e-03
1.753001715265866167e+01,3.155096011816838630e-01,1.766723842195540328e+01,4.431314623338300680e-03
1.756432246998284796e+01,3.137370753323485695e-01,1.770154373927958957e+01,4.431314623338300680e-03
1.759862778730703425e+01,3.128508124076809782e-01,1.773584905660377231e+01,4.431314623338300680e-03
1.763293310463121699e+01,3.101920236336779824e-01,1.777015437392795860e+01,4.431314623338300680e-03
1.766723842195540328e+01,3.084194977843426888e-01,1.780445969125214489e+01,4.431314623338300680e-03
1.770154373927958957e+01,3.066469719350073952e-01,1.783876500857632763e+01,4.431314623338300680e-03
1.773584905660377231e+01,3.048744460856721017e-01,1.787307032590051392e+01,4.431314623338300680e-03
1.777015437392795860e+01,3.031019202363368081e-01,1.790737564322470021e+01,4.431314623338300680e-03
1.780445969125214489e+01,3.013293943870015146e-01,1.794168096054888650e+01,4.431314623338300680e-03
1.783876500857632763e+01,2.995568685376662210e-01,1.797598627787306924e+01,4.431314623338300680e-03
1.787307032590051392e+01,2.977843426883309275e-01,1.801029159519725553e+01,4.431314623338300680e-03
1.790737564322470021e+01,2.960118168389956339e-01,1.804459691252144182e+01,4.431314623338300680e-03
1.794168096054888650e+01,2.942392909896603403e-01,1.807890222984562456e+01,4.431314623338300680e-03
1.797598627787306924e+01,2.924667651403248803e-01,1.811320754716981085e+01,4.431314623338300680e-03
1.801029159519725553e+01,2.915805022156572890e-01,1.814751286449399714e+01,4.431314623338300680e-03
1.804459691252144182e+01,2.898079763663219954e-01,1.818181818181818343e+01,4.431314623338300680e-03
1.807890222984562456e+01,2.880354505169867019e-01,1.821612349914236617e+01,4.431314623338300680e-03
1.811320754716981085e+01,2.862629246676514083e-01,1.825042881646655246e+01,4.431314623338300680e-03
1.814751286449399714e+01,2.844903988183161148e-01,1.828473413379073875e+01,4.431314623338300680e-03
1.818181818181818343e+01,2.827178729689808212e-01,1.831903945111492149e+01,4.431314623338300680e-03
1.821612349914236617e+01,2.809453471196455276e-01,1.835334476843910778e+01,4.431314623338300680e-03
1.825042881646655246e+01,2.791728212703101231e-01,1.838765008576329407e+01,4.431314623338300680e-03
1.828473413379073875e+01,2.774002954209748295e-01,1.842195540308747681e+01,4.431314623338300680e-03
1.831903945111492149e+01,2.756277695716395360e-01,1.845626072041166310e+01,4.431314623338300680e-03
1.835334476843910778e+01,2.747415066469719447e-01,1.849056603773584939e+01,4.431314623338300680e-03
1.838765008576329407e+01,2.729689807976366511e-01,1.852487135506003568e+01,4.431314623338300680e-03
1.842195540308747681e+01,2.711964549483013576e-01,1.855917667238421842e+01,4.431314623338300680e-03
1.845626072041166310e+01,2.694239290989660640e-01,1.859348198970840471e+01,4.431314623338300680e-03
1.849056603773584939e+01,2.676514032496306594e-01,1.862778730703259100e+01,4.431314623338300680e-03
1.852487135506003568e+01,2.658788774002953659e-01,1.866209262435677374e+01,4.431314623338300680e-03
1.855917667238421842e+01,2.649926144756277746e-01,1.869639794168096003e+01,4.431314623338300680e-03
1.859348198970840471e+01,2.632200886262924810e-01,1.873070325900514632e+01,4.431314623338300680e-03
1.862778730703259100e+01,2.614475627769571875e-01,1.876500857632933261e+01,4.431314623338300680e-03
1.866209262435677374e+01,2.605612998522894852e-01,1.879931389365351535e+01,4.431314623338300680e-03
1.869639794168096003e+01,2.587887740029541916e-01,1.883361921097770164e+01,4.431314623338300680e-03
1.873070325900514632e+01,2.570162481536188981e-01,1.886792452830188793e+01,4.431314623338300680e-03
1.876500857632933261e+01,2.552437223042836045e-01,1.890222984562607067e+01,4.431314623338300680e-03
1.879931389365351535e+01,2.534711964549483110e-01,1.893653516295025696e+01,4.431314623338300680e-03
1.883361921097770164e+01,2.516986706056130174e-01,1.897084048027444325e+01,4.431314623338300680e-03
1.886792452830188793e+01,2.499261447562777239e-01,1.900514579759862954e+01,4.431314623338300680e-03
1.890222984562607067e+01,2.490398818316099938e-01,1.903945111492281228e+01,4.431314623338300680e-03
1.893653516295025696e+01,2.481536189069424303e-01,1.907375643224699857e+01,4.431314623338300680e-03
1.897084048027444325e+01,2.463810930576071367e-01,1.910806174957118486e+01,4.431314623338300680e-03
1.900514579759862954e+01,2.446085672082718432e-01,1.914236706689536760e+01,4.431314623338300680e-03
1.903945111492281228e+01,2.428360413589365496e-01,1.917667238421955389e+01,4.431314623338300680e-03
1.907375643224699857e+01,2.410635155096011173e-01,1.921097770154374018e+01,4.431314623338300680e-03
1.910806174957118486e+01,2.401772525849335260e-01,1.924528301886792292e+01,4.431314623338300680e-03
1.914236706689536760e+01,2.392909896602658237e-01,1.927958833619210921e+01,4.431314623338300680e-03
1.917667238421955389e+01,2.375184638109305302e-01,1.931389365351629550e+01,4.431314623338300680e-03
1.921097770154374018e+01,2.357459379615952366e-01,1.934819897084048179e+01,4.431314623338300680e-03
1.924528301886792292e+01,2.339734121122599431e-01,1.938250428816466453e+01,4.431314623338300680e-03
1.927958833619210921e+01,2.322008862629246495e-01,1.941680960548885082e+01,4.431314623338300680e-03
1.931389365351629550e+01,2.322008862629246495e-01,1.945111492281303711e+01,4.431314623338300680e-03
1.934819897084048179e+01,2.304283604135893559e-01,1.948542024013721985e+01,4.431314623338300680e-03
1.938250428816466453e+01,2.286558345642540624e-01,1.951972555746140614e+01,4.431314623338300680e-03
1.941680960548885082e+01,2.268833087149187688e-01,1.955403087478559243e+01,4.431314623338300680e-03
1.945111492281303711e+01,2.251107828655834753e-01,1.958833619210977872e+01,4.431314623338300680e-03
1.948542024013721985e+01,2.251107828655834753e-01,1.962264150943396146e+01,4.431314623338300680e-03
1.951972555746140614e+01,2.233382570162481817e-01,1.965694682675814775e+01,4.431314623338300680e-03
1.955403087478559243e+01,2.215657311669128882e-01,1.969125214408233404e+01,4.431314623338300680e-03
1.958833619210977872e+01,2.197932053175775946e-01,1.972555746140651678e+01,4.431314623338300680e-03
1.962264150943396146e+01,2.197932053175775946e-01,1.975986277873070307e+01,4.431314623338300680e-03
1.965694682675814775e+01,2.180206794682423010e-01,1.979416809605488936e+01,4.431314623338300680e-03
1.969125214408233404e+01,2.162481536189068687e-01,1.982847341337907210e+01,4.431314623338300680e-03
1.972555746140651678e+01,2.144756277695715752e-01,1.986277873070325839e+01,4.431314623338300680e-03
1.975986277873070307e+01,2.127031019202362816e-01,nan,nan
1.979416809605488936e+01,2.118168389955687181e-01,nan,nan
1.982847341337907210e+01,2.109305760709009880e-01,nan,nan
1.986277873070325839e+01,2.091580502215656945e-01,nan,nan
1.989708404802744468e+01,2.073855243722304009e-01,nan,nan
1.993138936535163097e+01,2.073855243722304009e-01,nan,nan
