beta,Cv_no_GP_over_kB,Cv_GP_over_kB,phase_delta,interference_no_GP,interference_GP,path_ratio,splitting_no_GP,splitting_GP
1.536513026052104358e+01,5.429336345744441988e-02,5.012807444792702219e-05,4.797381968006858344e+00,5.424453478697318642e-01,4.575546521302681358e-01,1.145290581162324628e+00,2.145290581162324628e+00,1.452905811623246279e-01
1.540440881763527159e+01,5.351193416551572324e-02,4.844401700303819759e-05,4.809973521728660550e+00,5.487148681620857005e-01,4.512851318379142440e-01,1.148296593186372672e+00,2.148296593186372672e+00,1.482965931863726716e-01
1.544368737474949960e+01,5.274102925817217291e-02,4.681592683540402303e-05,4.822565075450463645e+00,5.549766649493163007e-01,4.450233350506836993e-01,1.151302605210420937e+00,2.151302605210420715e+00,1.513026052104209374e-01
1.548296593186372938e+01,5.198052222389398791e-02,4.524196763665743539e-05,4.835156629172266740e+00,5.612297454540350339e-01,4.387702545459649661e-01,1.154308617234468981e+00,2.154308617234469203e+00,1.543086172344689810e-01
1.552224448897795739e+01,5.123028773219347881e-02,4.372036242417709674e-05,4.847748182894068947e+00,5.674731182807777330e-01,4.325268817192222670e-01,1.157314629258517025e+00,2.157314629258516803e+00,1.573146292585170247e-01
1.556152304609218540e+01,5.049020163101376052e-02,4.224939166066127495e-05,4.860339736615872042e+00,5.737057935731864067e-01,4.262942064268135378e-01,1.160320641282565068e+00,2.160320641282565290e+00,1.603206412825650684e-01
1.560080160320641340e+01,4.976014094386608383e-02,4.082739143187840677e-05,4.872931290337675136e+00,5.799267831709440379e-01,4.200732168290560176e-01,1.163326653306613112e+00,2.163326653306612890e+00,1.633266533066131121e-01
1.564008016032064319e+01,4.903998386671488269e-02,3.945275168084998434e-05,4.885522844059477343e+00,5.861351007664430401e-01,4.138648992335569599e-01,1.166332665330661378e+00,2.166332665330661378e+00,1.663326653306613778e-01
1.567935871743487120e+01,4.832960976462025160e-02,3.812391449677344043e-05,4.898114397781280438e+00,5.923297620611620573e-01,4.076702379388379982e-01,1.169338677354709422e+00,2.169338677354709422e+00,1.693386773547094215e-01
1.571863727454909920e+01,4.762889916814655455e-02,3.683937245703935607e-05,4.910705951503083533e+00,5.985097849217178023e-01,4.014902150782822532e-01,1.172344689378757465e+00,2.172344689378757465e+00,1.723446893787574652e-01
1.575791583166332721e+01,4.693773376954659543e-02,3.559766702074726170e-05,4.923297505224885739e+00,6.046741895355798313e-01,3.953258104644201687e-01,1.175350701402805509e+00,2.175350701402805509e+00,1.753507014028055089e-01
1.579719438877755699e+01,4.625599641872947532e-02,3.439738697216757627e-05,4.935889058946688834e+00,6.108219985664158358e-01,3.891780014335841642e-01,1.178356713426853775e+00,2.178356713426853553e+00,1.783567134268537746e-01
1.583647294589178500e+01,4.558357111902096304e-02,3.323716691264406634e-05,4.948480612668491929e+00,6.169522373090410294e-01,3.830477626909589151e-01,1.181362725450901818e+00,2.181362725450902040e+00,1.813627254509018183e-01
1.587575150300601301e+01,4.492034302272419205e-02,3.211568579947300997e-05,4.961072166390294136e+00,6.230639338439545316e-01,3.769360661560454684e-01,1.184368737474949862e+00,2.184368737474949640e+00,1.843687374749498620e-01
1.591503006012024102e+01,4.426619842648909370e-02,3.103166553033979047e-05,4.973663720112097231e+00,6.291561191914329942e-01,3.708438808085669502e-01,1.187374749498997906e+00,2.187374749498998128e+00,1.873747494989979057e-01
1.595430861723447080e+01,4.362102476649815097e-02,2.998386957193277812e-05,4.986255273833899437e+00,6.352278274651557144e-01,3.647721725348443411e-01,1.190380761523046171e+00,2.190380761523046171e+00,1.903807615230461714e-01
1.599358717434869881e+01,4.298471061347598071e-02,2.897110163139584560e-05,4.998846827555702532e+00,6.412780960253433582e-01,3.587219039746566418e-01,1.193386773547094215e+00,2.193386773547094215e+00,1.933867735470942151e-01
1.603286573146292682e+01,4.235714566753019661e-02,2.799220436931881337e-05,5.011438381277505627e+00,6.473059656313780996e-01,3.526940343686219004e-01,1.196392785571142259e+00,2.196392785571142259e+00,1.963927855711422588e-01
1.607214428857715305e+01,4.173822075283088739e-02,2.704605815300449801e-05,5.024029934999307834e+00,6.533104805938868553e-01,3.466895194061131447e-01,1.199398797595190302e+00,2.199398797595190302e+00,1.993987975951903024e-01
1.611142284569138283e+01,4.112782781213534383e-02,2.613157984878609696e-05,5.036621488721110929e+00,6.592906889262629688e-01,3.407093110737370312e-01,1.202404809619238568e+00,2.202404809619238790e+00,2.024048096192385682e-01
1.615070140280561262e+01,4.052585990116550768e-02,2.524772165220654294e-05,5.049213042442914023e+00,6.652456424955962566e-01,3.347543575044037434e-01,1.205410821643286612e+00,2.205410821643286390e+00,2.054108216432866119e-01
1.618997995991983885e+01,3.993221118284379784e-02,2.439346995490417671e-05,5.061804596164716230e+00,6.711743971729964287e-01,3.288256028270036269e-01,1.208416833667334656e+00,2.208416833667334878e+00,2.084168336673346555e-01
1.622925851703406863e+01,3.934677692139450234e-02,2.356784424708447629e-05,5.074396149886519325e+00,6.770760129832807950e-01,3.229239870167192050e-01,1.211422845691382699e+00,2.211422845691382477e+00,2.114228456913826992e-01
1.626853707414829842e+01,3.876945347631701594e-02,2.276989605449108235e-05,5.086987703608322420e+00,6.829495542540011677e-01,3.170504457459988323e-01,1.214428857715430743e+00,2.214428857715430965e+00,2.144288577154307429e-01
1.630781563126252465e+01,3.820013829623657153e-02,2.199870790881888039e-05,5.099579257330124626e+00,6.887940897637904181e-01,3.112059102362095819e-01,1.217434869739479009e+00,2.217434869739479009e+00,2.174348697394790086e-01
1.634709418837675443e+01,3.763872991263848833e-02,2.125339235054564600e-05,5.112170811051927721e+00,6.946086928900051527e-01,3.053913071099948473e-01,1.220440881763527052e+00,2.220440881763527052e+00,2.204408817635270523e-01
1.638637274549098066e+01,3.708512793349232062e-02,2.053309096318841603e-05,5.124762364773730816e+00,7.003924417556341986e-01,2.996075582443658014e-01,1.223446893787575096e+00,2.223446893787575096e+00,2.234468937875750960e-01
1.642565130260521045e+01,3.653923303677041046e-02,1.983697343801836831e-05,5.137353918495533023e+00,7.061444193754592424e-01,2.938555806245407576e-01,1.226452905811623140e+00,2.226452905811623140e+00,2.264529058116231397e-01
1.646492985971943668e+01,3.600094696386760967e-02,1.916423666830001046e-05,5.149945472217336118e+00,7.118637138014394239e-01,2.881362861985605761e-01,1.229458917835671405e+00,2.229458917835671627e+00,2.294589178356714054e-01
1.650420841683366646e+01,3.547017251292614026e-02,1.851410387214418192e-05,5.162537025939138324e+00,7.175494182672934596e-01,2.824505817327064849e-01,1.232464929859719449e+00,2.232464929859719227e+00,2.324649298597194491e-01
1.654348697394789625e+01,3.494681353207180347e-02,1.788582374309550654e-05,5.175128579660941419e+00,7.232006313322665303e-01,2.767993686677334142e-01,1.235470941883767493e+00,2.235470941883767715e+00,2.354709418837674928e-01
1.658276553106212248e+01,3.443077491256607559e-02,1.727866962759769809e-05,5.187720133382744514e+00,7.288164570240460716e-01,2.711835429759539284e-01,1.238476953907815536e+00,2.238476953907815314e+00,2.384769539078155365e-01
1.662204408817635226e+01,3.392196258187866326e-02,1.669193872850763288e-05,5.200311687104546721e+00,7.343960049808151425e-01,2.656039950191849131e-01,1.241482965931863802e+00,2.241482965931863802e+00,2.414829659318638022e-01
1.666132264529058205e+01,3.342028349668615950e-02,1.612495133385378226e-05,5.212903240826349816e+00,7.399383905924162841e-01,2.600616094075837159e-01,1.244488977955911846e+00,2.244488977955911846e+00,2.444889779559118459e-01
1.670060120240480828e+01,3.292564563580027692e-02,1.557705007005738378e-05,5.225494794548152910e+00,7.454427351405998881e-01,2.545572648594001675e-01,1.247494989979959890e+00,2.247494989979959890e+00,2.474949899799598896e-01
1.673987975951903806e+01,3.243795799303078597e-02,1.504759917885938599e-05,5.238086348269955117e+00,7.509081659383414209e-01,2.490918340616586346e-01,1.250501002004007933e+00,2.250501002004007933e+00,2.505010020040079333e-01
1.677915831663326429e+01,3.195713056998763374e-02,1.453598381721886092e-05,5.250677901991758212e+00,7.563338164682033016e-01,2.436661835317966984e-01,1.253507014028056199e+00,2.253507014028055977e+00,2.535070140280561990e-01
1.681843687374749408e+01,3.148307436882558791e-02,1.404160937946920775e-05,5.263269455713561307e+00,7.617188265197146757e-01,2.382811734802853243e-01,1.256513026052104243e+00,2.256513026052104465e+00,2.565130260521042427e-01
1.685771543086172386e+01,3.101570138493659270e-02,1.356390084104228541e-05,5.275861009435363513e+00,7.670623423257543205e-01,2.329376576742456240e-01,1.259519038076152286e+00,2.259519038076152064e+00,2.595190380761522864e-01
1.689699398797595009e+01,3.055492459959281704e-02,1.310230212308884960e-05,5.288452563157166608e+00,7.723635166979131439e-01,2.276364833020868561e-01,1.262525050100200330e+00,2.262525050100200552e+00,2.625250501002003300e-01
1.693627254509017988e+01,3.010065797254471084e-02,1.265627547734573020e-05,5.301044116878969703e+00,7.776215091608085217e-01,2.223784908391914783e-01,1.265531062124248374e+00,2.265531062124248152e+00,2.655310621242483737e-01
1.697555110220440966e+01,2.965281643457800750e-02,1.222530089061947514e-05,5.313635670600771910e+00,7.828354860853397046e-01,2.171645139146602954e-01,1.268537074148296639e+00,2.268537074148296639e+00,2.685370741482966395e-01
1.701482965931863589e+01,2.921131588003259005e-02,1.180887550827414244e-05,5.326227224322575005e+00,7.880046208208560943e-01,2.119953791791439057e-01,1.271543086172344683e+00,2.271543086172344683e+00,2.715430861723446831e-01
1.705410821643286567e+01,2.877607315928715562e-02,1.140651307613078482e-05,5.338818778044377211e+00,7.931280938262165181e-01,2.068719061737834819e-01,1.274549098196392727e+00,2.274549098196392727e+00,2.745490981963927268e-01
1.709338677354709191e+01,2.834700607121353258e-02,1.101774340020381844e-05,5.351410331766180306e+00,7.982050927997260681e-01,2.017949072002739319e-01,1.277555110220440771e+00,2.277555110220440771e+00,2.775551102204407705e-01
1.713266533066132169e+01,2.792403335560250319e-02,1.064211182371585416e-05,5.364001885487983401e+00,8.032348128079201954e-01,1.967651871920798046e-01,1.280561122244489036e+00,2.280561122244488814e+00,2.805611222444890362e-01
1.717194388777555147e+01,2.750707468556624208e-02,1.027917872085135501e-05,5.376593439209785608e+00,8.082164564131841811e-01,1.917835435868158744e-01,1.283567134268537080e+00,2.283567134268537302e+00,2.835671342685370799e-01
1.721122244488977771e+01,2.709605065991861628e-02,9.928519006724110271e-06,5.389184992931588702e+00,8.131492338001837794e-01,1.868507661998162761e-01,1.286573146292585124e+00,2.286573146292584902e+00,2.865731462925851236e-01
1.725050100200400749e+01,2.669088279553760365e-02,9.589721663050565514e-06,5.401776546653391797e+00,8.180323629010847197e-01,1.819676370989152803e-01,1.289579158316633167e+00,2.289579158316633389e+00,2.895791583166331673e-01
1.728977955911823727e+01,2.629149351971225845e-02,9.262389279036565781e-06,5.414368100375194004e+00,8.228650695195468545e-01,1.771349304804531455e-01,1.292585170340681433e+00,2.292585170340681433e+00,2.925851703406814330e-01
1.732905811623246350e+01,2.589780616247679829e-02,8.946137606999226167e-06,5.426959654096997099e+00,8.276465874534699729e-01,1.723534125465300826e-01,1.295591182364729477e+00,2.295591182364729477e+00,2.955911823647294767e-01
1.736833667334669329e+01,2.550974494893488986e-02,8.640595132261045004e-06,5.439551207818800194e+00,8.323761586164692972e-01,1.676238413835306473e-01,1.298597194388777520e+00,2.298597194388777520e+00,2.985971943887775204e-01
1.740761523046091952e+01,2.512723499157681548e-02,8.345402656867698080e-06,5.452142761540602400e+00,8.370530331580682271e-01,1.629469668419317729e-01,1.301603206412825564e+00,2.301603206412825564e+00,3.016032064128255641e-01
1.744689378757514930e+01,2.475020228259142141e-02,8.060212896693488439e-06,5.464734315262405495e+00,8.416764695825832421e-01,1.583235304174167579e-01,1.304609218436873830e+00,2.304609218436874052e+00,3.046092184368738298e-01
1.748617234468937909e+01,2.437857368617617551e-02,7.784690091513464524e-06,5.477325868984208590e+00,8.462457348666834189e-01,1.537542651333165811e-01,1.307615230460921874e+00,2.307615230460921651e+00,3.076152304609218735e-01
1.752545090180360532e+01,2.401227693084700965e-02,7.518509627632606107e-06,5.489917422706010797e+00,8.507601045756082447e-01,1.492398954243917553e-01,1.310621242484969917e+00,2.310621242484970139e+00,3.106212424849699172e-01
1.756472945891783510e+01,2.365124060175042425e-02,7.261357672676035874e-06,5.502508976427813892e+00,8.552188629780241858e-01,1.447811370219757587e-01,1.313627254509017961e+00,2.313627254509017739e+00,3.136272545090179609e-01
1.760400801603206489e+01,2.329539413298037723e-02,7.012930822156238207e-06,5.515100530149616098e+00,8.596213031594986953e-01,1.403786968405013047e-01,1.316633266533066227e+00,2.316633266533066227e+00,3.166332665330662266e-01
1.764328657314629112e+01,2.294466779990172664e-02,6.772935757444584716e-06,5.527692083871419193e+00,8.639667271345796706e-01,1.360332728654203849e-01,1.319639278557114270e+00,2.319639278557114270e+00,3.196392785571142703e-01
1.768256513026052090e+01,2.259899271148211458e-02,6.541088914786504139e-06,5.540283637593222288e+00,8.682544459574560447e-01,1.317455540425439553e-01,1.322645290581162314e+00,2.322645290581162314e+00,3.226452905811623140e-01
1.772184368737474713e+01,2.225830080263517183e-02,6.317116165010780322e-06,5.552875191315024495e+00,8.724837798311879666e-01,1.275162201688119779e-01,1.325651302605210358e+00,2.325651302605210358e+00,3.256513026052103577e-01
1.776112224448897692e+01,2.192252482657571291e-02,6.100752503593561163e-06,5.565466745036827589e+00,8.766540582154855876e-01,1.233459417845144124e-01,1.328657314629258401e+00,2.328657314629258401e+00,3.286573146292584013e-01
1.780040080160320670e+01,2.159159834718983595e-02,5.891741750749240344e-06,5.578058298758630684e+00,8.807646199330183556e-01,1.192353800669815889e-01,1.331663326653306667e+00,2.331663326653306889e+00,3.316633266533066671e-01
1.783967935871743293e+01,2.126545573142120393e-02,5.689836261229436095e-06,5.590649852480432891e+00,8.848148132742428285e-01,1.151851867257571715e-01,1.334669338677354711e+00,2.334669338677354489e+00,3.346693386773547108e-01
1.787895791583166272e+01,2.094403214167503760e-02,5.494796643521890133e-06,5.603241406202235986e+00,8.888039961007280221e-01,1.111960038992719779e-01,1.337675350701402754e+00,2.337675350701402976e+00,3.376753507014027544e-01
1.791823647294589250e+01,2.062726352824223799e-02,5.306391488150567057e-06,5.615832959924039081e+00,8.927315359469624179e-01,1.072684640530375821e-01,1.340681362725450798e+00,2.340681362725450576e+00,3.406813627254507981e-01
1.795751503006011873e+01,2.031508662174431878e-02,5.124397104787097840e-06,5.628424513645841287e+00,8.965968101206288621e-01,1.034031898793711379e-01,1.343687374749499064e+00,2.343687374749499064e+00,3.436873747494990639e-01
1.799679358717434852e+01,2.000743892560121265e-02,4.948597267893139360e-06,5.641016067367644382e+00,9.003992058013299271e-01,9.960079419867001738e-02,1.346693386773547108e+00,2.346693386773547108e+00,3.466933867735471075e-01
1.803607214428857830e+01,1.970425870852346439e-02,4.778782970621984493e-06,5.653607621089447477e+00,9.041381201377467480e-01,9.586187986225330748e-02,1.349699398797595151e+00,2.349699398797595151e+00,3.496993987975951512e-01
1.807535070140280453e+01,1.940548499702995575e-02,4.614752186715747329e-06,5.666199174811249684e+00,9.078129603432177896e-01,9.218703965678221035e-02,1.352705410821643195e+00,2.352705410821643195e+00,3.527054108216431949e-01
1.811462925851703432e+01,1.911105756799254263e-02,4.456309640143097147e-06,5.678790728533052778e+00,9.114231437897243326e-01,8.857685621027566736e-02,1.355711422845691461e+00,2.355711422845691239e+00,3.557114228456914606e-01
1.815390781563126055e+01,1.882091694120935008e-02,4.303266582230495514e-06,5.691382282254854985e+00,9.149680981002605851e-01,8.503190189973941493e-02,1.358717434869739504e+00,2.358717434869739726e+00,3.587174348697395043e-01
1.819318637274549033e+01,1.853500437200723133e-02,4.155440576047097438e-06,5.703973835976658080e+00,9.184472612395837565e-01,8.155273876041629899e-02,1.361723446893787548e+00,2.361723446893787326e+00,3.617234468937875480e-01
1.823246492985972012e+01,1.825326184387539644e-02,4.012655287811724210e-06,5.716565389698461175e+00,9.218600816033200029e-01,7.813991839667999706e-02,1.364729458917835592e+00,2.364729458917835814e+00,3.647294589178355917e-01
1.827174348697394635e+01,1.797563206113075157e-02,3.874740285096837738e-06,5.729156943420263381e+00,9.252060181054196919e-01,7.479398189458030810e-02,1.367735470941883857e+00,2.367735470941883857e+00,3.677354709418838574e-01
1.831102204408817613e+01,1.770205844161628489e-02,3.741530841611951288e-06,5.741748497142066476e+00,9.284845402639443357e-01,7.151545973605566431e-02,1.370741482965931901e+00,2.370741482965931901e+00,3.707414829659319011e-01
1.835030060120240591e+01,1.743248510943377211e-02,3.612867748355701389e-06,5.754340050863869571e+00,9.316951282851706484e-01,6.830487171482935160e-02,1.373747494989979945e+00,2.373747494989979945e+00,3.737474949899799448e-01
1.838957915831663215e+01,1.716685688771137433e-02,3.488597130932101216e-06,5.766931604585671778e+00,9.348372731460019569e-01,6.516272685399804310e-02,1.376753507014027988e+00,2.376753507014027988e+00,3.767535070140279885e-01
1.842885771543086193e+01,1.690511929140736669e-02,3.368570272833233485e-06,5.779523158307474873e+00,9.379104766746721999e-01,6.208952332532785556e-02,1.379759519038076032e+00,2.379759519038076032e+00,3.797595190380760322e-01
1.846813627254508816e+01,1.664721852015108028e-02,3.252643444496869567e-06,5.792114712029277968e+00,9.409142516297268610e-01,5.908574837027313897e-02,1.382765531062124298e+00,2.382765531062124076e+00,3.827655310621242979e-01
1.850741482965931795e+01,1.639310145112141820e-02,3.140677737953123698e-06,5.804706265751080174e+00,9.438481217772740628e-01,5.615187822272593721e-02,1.385771543086172342e+00,2.385771543086172564e+00,3.857715430861723416e-01
1.854669338677354773e+01,1.614271563196445144e-02,3.032538906880705548e-06,5.817297819472883269e+00,9.467116219664890586e-01,5.328837803351088587e-02,1.388777555110220385e+00,2.388777555110220163e+00,3.887775551102203853e-01
1.858597194388777396e+01,1.589600927375030628e-02,2.928097211898417899e-06,5.829889373194686364e+00,9.495042982033610190e-01,5.049570179663898095e-02,1.391783567134268429e+00,2.391783567134268651e+00,3.917835671342684289e-01
1.862525050100200374e+01,1.565293124397042906e-02,2.827227270923394915e-06,5.842480926916488571e+00,9.522257077226714550e-01,4.777429227732854500e-02,1.394789579158316695e+00,2.394789579158316695e+00,3.947895791583166947e-01
1.866452905811623353e+01,1.541343105957598304e-02,2.729807914432871755e-06,5.855072480638291665e+00,9.548754190581938417e-01,4.512458094180615831e-02,1.397795591182364738e+00,2.397795591182364738e+00,3.977955911823647384e-01
1.870380761523045976e+01,1.517745888005785429e-02,2.635722045471194105e-06,5.867664034360093872e+00,9.574530121110986780e-01,4.254698788890137751e-02,1.400801603206412782e+00,2.400801603206412782e+00,4.008016032064127820e-01
1.874308617234468954e+01,1.494496550056898833e-02,2.544856504249022772e-06,5.880255588081896967e+00,9.599580782165595405e-01,4.004192178344040398e-02,1.403807615230460826e+00,2.403807615230460826e+00,4.038076152304608257e-01
1.878236472945891578e+01,1.471590234508994219e-02,2.457101937186536862e-06,5.892847141803700062e+00,9.623902202085442559e-01,3.760977979145574412e-02,1.406813627254509091e+00,2.406813627254509314e+00,4.068136272545090915e-01
1.882164328657314556e+01,1.449022145963768486e-02,2.372352670256825030e-06,5.905438695525502268e+00,9.647490524827833092e-01,3.525094751721674635e-02,1.409819639278557135e+00,2.409819639278556913e+00,4.098196392785571351e-01
1.886092184368737534e+01,1.426787550551890035e-02,2.290506586490692001e-06,5.918030249247305363e+00,9.670342010579064951e-01,3.296579894209356043e-02,1.412825651302605179e+00,2.412825651302605401e+00,4.128256513026051788e-01
1.890020040080160157e+01,1.404881775262760597e-02,2.211465007508030174e-06,5.930621802969108458e+00,9.692453036347349338e-01,3.075469636526506623e-02,1.415831663326653223e+00,2.415831663326653000e+00,4.158316633266532225e-01
1.893947895791583136e+01,1.383300207278805212e-02,2.135132578945494085e-06,5.943213356690910665e+00,9.713820096537222337e-01,2.861799034627771077e-02,1.418837675350701488e+00,2.418837675350701488e+00,4.188376753507014882e-01
1.897875751503006114e+01,1.362038293314332162e-02,2.061417159654331215e-06,5.955804910412713760e+00,9.734439803505343658e-01,2.655601964946563420e-02,1.421843687374749532e+00,2.421843687374749532e+00,4.218436873747495319e-01
1.901803607214428737e+01,1.341091538958976911e-02,1.990229714546025413e-06,5.968396464134516854e+00,9.754308888097582564e-01,2.456911119024179913e-02,1.424849699398797576e+00,2.424849699398797576e+00,4.248496993987975756e-01
1.905731462925851716e+01,1.320455508025794589e-02,1.921484210967517716e-06,5.980988017856319061e+00,9.773424200167328824e-01,2.265757998326717315e-02,1.427855711422845619e+00,2.427855711422845619e+00,4.278557114228456193e-01
1.909659318637274339e+01,1.300125821904048011e-02,1.855097518491513663e-06,5.993579571578122156e+00,9.791782709074942082e-01,2.082172909250579185e-02,1.430861723446893663e+00,2.430861723446893663e+00,4.308617234468936630e-01
1.913587174348697317e+01,1.280098158916681723e-02,1.790989312010823246e-06,6.006171125299925251e+00,9.809381504168233068e-01,1.906184958317669320e-02,1.433867735470941929e+00,2.433867735470942151e+00,4.338677354709419287e-01
1.917515030060120296e+01,1.260368253682576933e-02,1.729081978029563300e-06,6.018762679021727457e+00,9.826217795243938902e-01,1.737822047560616534e-02,1.436873747494989972e+00,2.436873747494989750e+00,4.368737474949899724e-01
1.921442885771542919e+01,1.240931896483558027e-02,1.669300524047127054e-06,6.031354232743530552e+00,9.842288912990095895e-01,1.577110870099041051e-02,1.439879759519038016e+00,2.439879759519038238e+00,4.398797595190380161e-01
1.925370741482965897e+01,1.221784932636208951e-02,1.611572490934388412e-06,6.043945786465332759e+00,9.857592309409245468e-01,1.424076905907545321e-02,1.442885771543086060e+00,2.442885771543085838e+00,4.428857715430860598e-01
1.929298597194388876e+01,1.202923261868534162e-02,1.555827868204761398e-06,6.056537340187135854e+00,9.872125558222408781e-01,1.278744417775912190e-02,1.445891783567134325e+00,2.445891783567134325e+00,4.458917835671343255e-01
1.933226452905811499e+01,1.184342837701454418e-02,1.501999012085757208e-06,6.069128893908938949e+00,9.885886355253756808e-01,1.141136447462426373e-02,1.448897795591182369e+00,2.448897795591182369e+00,4.488977955911823692e-01
1.937154308617234477e+01,1.166039666835173849e-02,1.450020566299807469e-06,6.081720447630741155e+00,9.898872518795930331e-01,1.011274812040696691e-02,1.451903807615230413e+00,2.451903807615230413e+00,4.519038076152304129e-01
1.941082164328657100e+01,1.148009808540459073e-02,1.399829385466071304e-06,6.094312001352544250e+00,9.911081989955938809e-01,8.891801004406174602e-03,1.454909819639278457e+00,2.454909819639278457e+00,4.549098196392784565e-01
1.945010020040080079e+01,1.130249374054796523e-02,1.351364461037579498e-06,6.106903555074347345e+00,9.922512832981582598e-01,7.748716701841684706e-03,1.457915831663326722e+00,2.457915831663326500e+00,4.579158316633267223e-01
1.948937875751503057e+01,1.112754525983498596e-02,1.304566849691105715e-06,6.119495108796149552e+00,9.933163235568366334e-01,6.683676443163366621e-03,1.460921843687374766e+00,2.460921843687374988e+00,4.609218436873747660e-01
1.952865731462925680e+01,1.095521477705723758e-02,1.259379604089519826e-06,6.132086662517952647e+00,9.943031509146822433e-01,5.696849085317701178e-03,1.463927855711422810e+00,2.463927855711422588e+00,4.639278557114228096e-01
1.956793587174348659e+01,1.078546492785442679e-02,1.215747705939144608e-06,6.144678216239755741e+00,9.952116089150231382e-01,4.788391084976861833e-03,1.466933867735470853e+00,2.466933867735471075e+00,4.669338677354708533e-01
1.960721442885771637e+01,1.061825884387372285e-02,1.173618001267101303e-06,6.157269769961557948e+00,9.960415535262669984e-01,3.958446473733057136e-03,1.469939879759519119e+00,2.469939879759519119e+00,4.699398797595191191e-01
1.964649298597194260e+01,1.045356014697852720e-02,1.132939137845934953e-06,6.169861323683361043e+00,9.967928531647372026e-01,3.207146835262741913e-03,1.472945891783567163e+00,2.472945891783567163e+00,4.729458917835671627e-01
1.968577154308617239e+01,1.029133294350689960e-02,1.093661504695265306e-06,6.182452877405164138e+00,9.974653887155349175e-01,2.534611284465082548e-03,1.475951903807615206e+00,2.475951903807615206e+00,4.759519038076152064e-01
1.972505010020039862e+01,1.013154181857977079e-02,1.055737173592469230e-06,6.195044431126966344e+00,9.980590535514233252e-01,1.940946448576674754e-03,1.478957915831663250e+00,2.478957915831663250e+00,4.789579158316632501e-01
1.976432865731462840e+01,9.974151830458737045e-03,1.019119842526459450e-06,6.207635984848769439e+00,9.985737535497336559e-01,1.426246450266344112e-03,1.481963927855711516e+00,2.481963927855711738e+00,4.819639278557115158e-01
1.980360721442885819e+01,9.819128504953653427e-03,9.837647810309601606e-07,6.220227538570571646e+00,9.990094071072876947e-01,9.905928927123608396e-04,1.484969939879759560e+00,2.484969939879759337e+00,4.849699398797595595e-01
1.984288577154308442e+01,9.666437829879817589e-03,9.496287773355247567e-07,6.232819092292374741e+00,9.993659451533352112e-01,6.340548466648443515e-04,1.487975951903807603e+00,2.487975951903807825e+00,4.879759519038076032e-01
1.988216432865731420e+01,9.516046249564846446e-03,9.166700872746706163e-07,6.245410646014177836e+00,9.996433111605051991e-01,3.566888394948009022e-04,1.490981963927855647e+00,2.490981963927855425e+00,4.909819639278556469e-01
1.992144288577154398e+01,9.367920659405247485e-03,8.848483848974148375e-07,6.258002199735980042e+00,9.998414611537680408e-01,1.585388462319592406e-04,1.493987975951903691e+00,2.493987975951903913e+00,4.939879759519036906e-01
1.996072144288577022e+01,9.222028400472453979e-03,8.541247147212795523e-07,6.270593753457783137e+00,9.999603637174070414e-01,3.963628259290308264e-05,1.496993987975951956e+00,2.496993987975951956e+00,4.969939879759519563e-01
2.000000000000000000e+01,9.078337254168377876e-03,8.244614455767396644e-07,6.283185307179586232e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+00,2.500000000000000000e+00,5.000000000000000000e-01
