beta,Cv_no_GP_over_kB,Cv_GP_over_kB,phase_delta,interference_no_GP,interference_GP,path_ratio,splitting_no_GP,splitting_GP
5.309819639278557268e+00,7.663073137333038520e-01,1.380215997954525875e-01,1.573944215225347110e+00,4.984260583841952363e-01,5.015739416158048192e-01,3.757515030060120109e-01,1.375751503006012122e+00,6.242484969939879891e-01
5.349098196392786164e+00,7.659691045034584533e-01,1.347247978805437563e-01,1.586535768947149982e+00,4.921306038475671274e-01,5.078693961524328726e-01,3.787575150300601101e-01,1.378757515030060166e+00,6.212424849699398344e-01
5.388376753507014172e+00,7.655009254682436648e-01,1.314908176038613041e-01,1.599127322668952633e+00,4.858363969653781145e-01,5.141636030346218300e-01,3.817635270541082093e-01,1.381763527054108209e+00,6.182364729458917907e-01
5.427655310621243068e+00,7.649042476593633788e-01,1.283191848444874827e-01,1.611718876390755506e+00,4.795444356534786512e-01,5.204555643465212933e-01,3.847695390781563085e-01,1.384769539078156253e+00,6.152304609218437470e-01
5.466933867735471964e+00,7.641806210422449341e-01,1.252093896879173940e-01,1.624310430112558379e+00,4.732557174716953141e-01,5.267442825283046304e-01,3.877755511022044077e-01,1.387775551102204297e+00,6.122244488977955923e-01
5.506212424849699971e+00,7.633316697216312452e-01,1.221608889999526160e-01,1.636901983834361030e+00,4.669712394656722609e-01,5.330287605343276836e-01,3.907815631262525069e-01,1.390781563126252562e+00,6.092184368737474376e-01
5.545490981963928867e+00,7.623590872540910723e-01,1.191731088978166542e-01,1.649493537556163902e+00,4.606919980087940125e-01,5.393080019912059875e-01,3.937875751503006061e-01,1.393787575150300606e+00,6.062124248496993939e-01
5.584769539078156875e+00,7.612646320707697756e-01,1.162454471202424289e-01,1.662085091277966553e+00,4.544189886442162041e-01,5.455810113557837404e-01,3.967935871743487053e-01,1.396793587174348650e+00,6.032064128256513502e-01
5.624048096192385771e+00,7.600501230132187258e-01,1.133772752984470722e-01,1.674676644999769426e+00,4.481532059270261770e-01,5.518467940729738785e-01,3.997995991983968045e-01,1.399799599198396916e+00,6.002004008016031955e-01
5.663326653306613778e+00,7.587174349846724786e-01,1.105679411300455328e-01,1.687268198721572077e+00,4.418956432665618883e-01,5.581043567334381672e-01,4.028056112224449037e-01,1.402805611222444959e+00,5.971943887775550408e-01
5.702605210420842674e+00,7.572684947186995030e-01,1.078167704580724889e-01,1.699859752443374949e+00,4.356472927689108987e-01,5.643527072310891013e-01,4.058116232464930029e-01,1.405811623246493003e+00,5.941883767535069971e-01
5.741883767535070682e+00,7.557052766667506916e-01,1.051230692573784514e-01,1.712451306165177822e+00,4.294091450796176934e-01,5.705908549203823066e-01,4.088176352705411021e-01,1.408817635270541047e+00,5.911823647294589534e-01
5.781162324649299578e+00,7.540297990057424071e-01,1.024861255307418090e-01,1.725042859886980473e+00,4.231821892266209861e-01,5.768178107733790139e-01,4.118236472945892013e-01,1.411823647294589090e+00,5.881763527054107987e-01
5.820440881763527585e+00,7.522441197664586632e-01,9.990521111710307101e-02,1.737634413608783346e+00,4.169674124634480950e-01,5.830325875365519606e-01,4.148296593186372450e-01,1.414829659318637134e+00,5.851703406813627550e-01
5.859719438877756481e+00,7.503503330832266283e-01,9.737958341437005783e-02,1.750225967330585997e+00,4.107658001126913705e-01,5.892341998873086295e-01,4.178356713426853442e-01,1.417835671342685400e+00,5.821643286573146003e-01
5.898997995991984489e+00,7.483505655650110056e-01,9.490848701927943887e-02,1.762817521052388869e+00,4.045783354097892692e-01,5.954216645902107308e-01,4.208416833667334433e-01,1.420841683366733443e+00,5.791583166332665567e-01
5.938276553106213385e+00,7.462469727877878434e-01,9.249115528681818577e-02,1.775409074774191520e+00,3.984059993471399941e-01,6.015940006528599504e-01,4.238476953907815425e-01,1.423847695390781487e+00,5.761523046092185130e-01
5.977555110220441392e+00,7.440417359077978743e-01,9.012681181171908196e-02,1.788000628495994393e+00,3.922497705185690742e-01,6.077502294814308703e-01,4.268537074148296417e-01,1.426853707414829753e+00,5.731462925851703583e-01
6.016833667334670288e+00,7.417370583950393392e-01,8.781467183454456926e-02,1.800592182217797266e+00,3.861106249641789168e-01,6.138893750358210832e-01,4.298597194388777409e-01,1.429859719438877796e+00,5.701402805611222036e-01
6.056112224448898296e+00,7.393351628861338787e-01,8.555394357486571788e-02,1.813183735939599917e+00,3.799895360156018143e-01,6.200104639843981857e-01,4.328657314629258401e-01,1.432865731462925840e+00,5.671342685370741599e-01
6.095390781563127192e+00,7.368382881554965680e-01,8.334382949402467655e-02,1.825775289661402789e+00,3.738874741416829961e-01,6.261125258583170039e-01,4.358717434869739393e-01,1.435871743486973884e+00,5.641282565130261162e-01
6.134669338677355199e+00,7.342486862035612072e-01,8.118352748994846213e-02,1.838366843383205440e+00,3.678054067946179284e-01,6.321945932053820716e-01,4.388777555110220385e-01,1.438877755511021928e+00,5.611222444889779615e-01
6.173947895791584095e+00,7.315686194606322301e-01,7.907223202645186078e-02,1.850958397105008313e+00,3.617442982565669540e-01,6.382557017434330460e-01,4.418837675350701377e-01,1.441883767535070193e+00,5.581162324649298068e-01
6.213226452905812103e+00,7.288003581047935997e-01,7.700913519943386465e-02,1.863549950826810964e+00,3.557051094867735852e-01,6.442948905132264148e-01,4.448897795591182369e-01,1.444889779559118237e+00,5.551102204408817631e-01
6.252505010020040999e+00,7.259461774921586175e-01,7.499342774233246078e-02,1.876141504548613836e+00,3.496887979692084869e-01,6.503112020307915131e-01,4.478957915831663361e-01,1.447895791583166281e+00,5.521042084168337194e-01
6.291783567134269006e+00,7.230083556976225623e-01,7.302429997316302324e-02,1.888733058270416709e+00,3.436963175607656851e-01,6.563036824392343149e-01,4.509018036072144353e-01,1.450901803607214546e+00,5.490981963927855647e-01
6.331062124248497902e+00,7.199891711641773773e-01,7.110094268541639062e-02,1.901324611992219360e+00,3.377286183400328712e-01,6.622713816599671288e-01,4.539078156312625345e-01,1.453907815631262590e+00,5.460921843687374100e-01
6.370340681362725910e+00,7.168909004587333822e-01,6.922254798504803852e-02,1.913916165714022233e+00,3.317866464566607831e-01,6.682133535433392169e-01,4.569138276553106337e-01,1.456913827655310634e+00,5.430861723446893663e-01
6.409619238476954806e+00,7.137158161323325922e-01,6.738831007573617415e-02,1.926507719435824884e+00,3.258713439813565316e-01,6.741286560186434684e-01,4.599198396793587329e-01,1.459919839679358677e+00,5.400801603206413226e-01
6.448897795591182813e+00,7.104661846825320870e-01,6.559742599453712020e-02,1.939099273157627756e+00,3.199836487565221876e-01,6.800163512434778124e-01,4.629258517034068321e-01,1.462925851703406721e+00,5.370741482965931679e-01
6.488176352705411709e+00,7.071442646157046763e-01,6.384909630000959457e-02,1.951690826879430407e+00,3.141244942475647228e-01,6.858755057524352772e-01,4.659318637274549313e-01,1.465931863727454987e+00,5.340681362725450132e-01
6.527454909819639717e+00,7.037523046069265042e-01,6.214252571482735410e-02,1.964282380601233280e+00,3.082948093948996715e-01,6.917051906051003840e-01,4.689378757515029750e-01,1.468937875751503030e+00,5.310621242484969695e-01
6.566733466933868613e+00,7.002925417550851517e-01,6.047692372484111262e-02,1.976873934323036153e+00,3.024955184666719976e-01,6.975044815333280024e-01,4.719438877755510742e-01,1.471943887775551074e+00,5.280561122244489258e-01
6.606012024048096620e+00,6.967671999308071573e-01,5.885150513649757553e-02,1.989465488044838803e+00,2.967275409122180352e-01,7.032724590877819093e-01,4.749498997995991734e-01,1.474949899799599118e+00,5.250501002004008821e-01
6.645290581162325516e+00,6.931784882147780102e-01,5.726549059446354312e-02,2.002057041766641454e+00,2.909917912162911513e-01,7.090082087837088487e-01,4.779559118236472726e-01,1.477955911823647384e+00,5.220440881763527274e-01
6.684569138276553524e+00,6.895285994239904737e-01,5.571810706124909890e-02,2.014648595488444549e+00,2.852891787540743351e-01,7.147108212459256649e-01,4.809619238476953718e-01,1.480961923847695427e+00,5.190380761523045727e-01
6.723847695390782420e+00,6.858197087234720879e-01,5.420858826056566826e-02,2.027240149210247200e+00,2.796206076470043600e-01,7.203793923529956400e-01,4.839679358717434710e-01,1.483967935871743471e+00,5.160320641282565290e-01
6.763126252505010427e+00,6.820539723210096161e-01,5.273617508610033144e-02,2.039831702932049851e+00,2.739869766194262812e-01,7.260130233805737188e-01,4.869739478957915702e-01,1.486973947895791515e+00,5.130260521042084854e-01
6.802404809619239323e+00,6.782335262423980771e-01,5.130011597732971745e-02,2.052423256653852501e+00,2.683891788561056924e-01,7.316108211438943076e-01,4.899799599198396693e-01,1.489979959919839558e+00,5.100200400801603307e-01
6.841683366733467331e+00,6.743604851847504467e-01,4.989966726394449298e-02,2.065014810375655596e+00,2.628281018606186126e-01,7.371718981393813319e-01,4.929859719438877685e-01,1.492985971943887824e+00,5.070140280561121759e-01
6.880961923847696227e+00,6.704369414454036669e-01,4.853409348039869342e-02,2.077606364097458247e+00,2.573046273146427088e-01,7.426953726853573468e-01,4.959919839679358677e-01,1.495991983967935868e+00,5.040080160320641323e-01
6.920240480961924234e+00,6.664649639239780265e-01,4.720266765204651077e-02,2.090197917819260898e+00,2.518196309381698361e-01,7.481803690618301639e-01,4.989979959919839669e-01,1.498997995991983911e+00,5.010020040080160886e-01
6.959519038076153130e+00,6.624465971951646326e-01,4.590467155427502277e-02,2.102789471541063993e+00,2.463739823506652660e-01,7.536260176493347895e-01,5.020040080160320661e-01,1.502004008016032177e+00,4.979959919839679339e-01
6.998797595190381138e+00,6.583838606498331192e-01,4.463939594599139471e-02,2.115381025262866643e+00,2.409685449331947504e-01,7.590314550668052496e-01,5.050100200400801098e-01,1.505010020040080221e+00,4.949899799599198902e-01
7.038076152304610034e+00,6.542787477020834963e-01,4.340614077877026633e-02,2.127972578984669294e+00,2.356041756915381868e-01,7.643958243084618687e-01,5.080160320641282645e-01,1.508016032064128265e+00,4.919839679358717355e-01
7.077354709418838041e+00,6.501332250598944595e-01,4.220421538292036534e-02,2.140564132706471945e+00,2.302817251203162496e-01,7.697182748796838059e-01,5.110220440881763082e-01,1.511022044088176308e+00,4.889779559118236918e-01
7.116633266533066937e+00,6.459492320570470181e-01,4.103293863167819383e-02,2.153155686428275040e+00,2.250020370681485304e-01,7.749979629318515251e-01,5.140280561122244629e-01,1.514028056112224352e+00,4.859719438877755371e-01
7.155911823647294945e+00,6.417286800440459293e-01,3.989163908469210013e-02,2.165747240150077690e+00,2.197659486038659460e-01,7.802340513961341095e-01,5.170340681362725066e-01,1.517034068136272396e+00,4.829659318637274934e-01
7.195190380761523841e+00,6.374734518357871860e-01,3.877965511191171916e-02,2.178338793871880341e+00,2.145742898837965096e-01,7.854257101162034349e-01,5.200400801603206613e-01,1.520040080160320661e+00,4.799599198396793387e-01
7.234468937875751848e+00,6.331854012137719812e-01,3.769633499895533313e-02,2.190930347593683436e+00,2.094278840201486691e-01,7.905721159798513309e-01,5.230460921843687050e-01,1.523046092184368705e+00,4.769539078156312950e-01
7.273747494989980744e+00,6.288663524806974436e-01,3.664103703498187287e-02,2.203521901315486087e+00,2.043275469505113628e-01,7.956724530494886372e-01,5.260521042084168597e-01,1.526052104208416971e+00,4.739478957915831403e-01
7.313026052104208752e+00,6.245181000653011738e-01,3.561312958405436074e-02,2.216113455037288738e+00,1.992740873084900555e-01,8.007259126915099445e-01,5.290581162324649034e-01,1.529058116232465014e+00,4.709418837675350966e-01
7.352304609218437648e+00,6.201424081753837969e-01,3.461199114093836682e-02,2.228705008759091388e+00,1.942683062955025686e-01,8.057316937044973759e-01,5.320641282565130581e-01,1.532064128256513058e+00,4.679358717434869419e-01
7.391583166332665655e+00,6.157410104969713860e-01,3.363701037224117729e-02,2.241296562480894483e+00,1.893109975537520251e-01,8.106890024462479749e-01,5.350701402805611018e-01,1.535070140280561102e+00,4.649298597194388982e-01
7.430861723446894551e+00,6.113156099376320096e-01,3.268758614375738558e-02,2.253888116202697134e+00,1.844029470403994453e-01,8.155970529596006102e-01,5.380761523046092565e-01,1.538076152304609145e+00,4.619238476953907435e-01
7.470140280561122559e+00,6.068678784120062897e-01,3.176312753485021484e-02,2.266479669924499785e+00,1.795449329029532581e-01,8.204550670970467419e-01,5.410821643286573002e-01,1.541082164328657189e+00,4.589178356713426998e-01
7.509418837675351455e+00,6.023994566676520446e-01,3.086305384066118443e-02,2.279071223646302879e+00,1.747377253558980437e-01,8.252622746441019563e-01,5.440881763527054549e-01,1.544088176352705455e+00,4.559118236472945451e-01
7.548697394789579462e+00,5.979119541493691514e-01,2.998679456290649289e-02,2.291662777368105530e+00,1.699820865585813801e-01,8.300179134414186199e-01,5.470941883767534986e-01,1.547094188376753499e+00,4.529058116232465014e-01
7.587975951903808358e+00,5.934069489001921882e-01,2.913378938998359077e-02,2.304254331089908181e+00,1.652787704943762259e-01,8.347212295056237741e-01,5.501002004008015422e-01,1.550100200400801542e+00,4.498997995991984578e-01
7.627254509018036366e+00,5.888859874973139119e-01,2.830348816708041365e-02,2.316845884811710832e+00,1.606285228511412089e-01,8.393714771488587356e-01,5.531062124248496970e-01,1.553106212424849808e+00,4.468937875751503030e-01
7.666533066132265262e+00,5.843505850212313835e-01,2.749535085694681386e-02,2.329437438533513927e+00,1.560320809029949740e-01,8.439679190970050815e-01,5.561122244488977406e-01,1.556112224448897852e+00,4.438877755511022594e-01
7.705811623246493269e+00,5.798022250564683899e-01,2.670884749195844704e-02,2.342028992255316577e+00,1.514901733934257422e-01,8.485098266065742578e-01,5.591182364729458953e-01,1.559118236472945895e+00,4.408817635270541047e-01
7.745090180360722165e+00,5.752423597222636742e-01,2.594345811807333493e-02,2.354620545977119228e+00,1.470035204197516210e-01,8.529964795802483790e-01,5.621242484969939390e-01,1.562124248496993939e+00,4.378757515030060610e-01
7.784368737474950173e+00,5.706724097316783206e-01,2.519867273125420484e-02,2.367212099698922323e+00,1.425728333189531516e-01,8.574271666810469039e-01,5.651302605210420937e-01,1.565130260521041983e+00,4.348697394789579063e-01
7.823647294589179069e+00,5.660937644776048439e-01,2.447399120690112173e-02,2.379803653420724974e+00,1.381988145548945779e-01,8.618011854451054221e-01,5.681362725450901374e-01,1.568136272545090026e+00,4.318637274549098626e-01
7.862925851703407076e+00,5.615077821442255868e-01,2.376892322281453154e-02,2.392395207142527624e+00,1.338821576069509911e-01,8.661178423930490089e-01,5.711422845691382921e-01,1.571142284569138292e+00,4.288577154308617079e-01
7.902204408817635972e+00,5.569157898425037834e-01,2.308298817618187337e-02,2.404986760864330275e+00,1.296235468600610008e-01,8.703764531399389437e-01,5.741482965931863358e-01,1.574148296593186336e+00,4.258517034068136642e-01
7.941482965931864868e+00,5.523190837683393806e-01,2.241571509505882812e-02,2.417578314586133370e+00,1.254236574962204753e-01,8.745763425037795802e-01,5.771543086172344905e-01,1.577154308617234602e+00,4.228456913827655095e-01
7.980761523046092876e+00,5.477189293820718952e-01,2.176664254479097893e-02,2.430169868307936021e+00,1.212831553874364476e-01,8.787168446125634969e-01,5.801603206412825342e-01,1.580160320641282645e+00,4.198396793587174658e-01
8.020040080160320883e+00,5.431165616080504410e-01,2.113531852980090470e-02,2.442761422029738672e+00,1.172026969901553972e-01,8.827973030098446028e-01,5.831663326653306889e-01,1.583166332665330689e+00,4.168336673346693111e-01
8.059318637274548891e+00,5.385131850530456843e-01,2.052130039114368962e-02,2.455352975751541766e+00,1.131829292411858368e-01,8.868170707588141077e-01,5.861723446893787326e-01,1.586172344689378733e+00,4.138276553106212674e-01
8.098597194388778675e+00,5.339099742423066841e-01,1.992415470021325491e-02,2.467944529473344417e+00,1.092244894551298029e-01,8.907755105448702526e-01,5.891783567134268873e-01,1.589178356713426776e+00,4.108216432865731127e-01
8.137875751503006683e+00,5.293080738721311906e-01,1.934345714896240978e-02,2.480536083195147068e+00,1.053280052233391273e-01,8.946719947766608172e-01,5.921843687374749310e-01,1.592184368737474820e+00,4.078156312625250690e-01
8.177154308617234690e+00,5.247085990778311837e-01,1.877879243698024267e-02,2.493127636916949719e+00,1.014940943144143071e-01,8.985059056855857484e-01,5.951903807615230857e-01,1.595190380761523086e+00,4.048096192384769143e-01
8.216432865731462698e+00,5.201126357160477109e-01,1.822975415575294952e-02,2.505719190638752814e+00,9.772336457626012995e-02,9.022766354237399256e-01,5.981963927855711294e-01,1.598196392785571129e+00,4.018036072144288706e-01
8.255711422845692482e+00,5.155212406603866260e-01,1.769594467041618949e-02,2.518310744360555464e+00,9.401641383971476307e-02,9.059835861602851814e-01,6.012024048096192841e-01,1.601202404809619395e+00,3.987975951903807159e-01
8.294989979959920490e+00,5.109354421093922349e-01,1.717697499929088725e-02,2.530902298082358115e+00,9.037382982376590546e-02,9.096261701762340390e-01,6.042084168336673278e-01,1.604208416833667439e+00,3.957915831663326722e-01
8.334268537074148497e+00,5.063562399059240438e-01,1.667246469147786250e-02,2.543493851804161210e+00,8.679619004237110191e-02,9.132038099576289536e-01,6.072144288577153715e-01,1.607214428857715482e+00,3.927855711422846285e-01
8.373547094188376505e+00,5.017846058670266673e-01,1.618204170277228252e-02,2.556085405525963861e+00,8.328406171289620685e-02,9.167159382871037376e-01,6.102204408817635262e-01,1.610220440881763526e+00,3.897795591182364738e-01
8.412825651302606289e+00,4.972214841234257054e-01,1.570534227014352274e-02,2.568676959247766511e+00,7.983800166618493233e-02,9.201619983338150677e-01,6.132264529058115698e-01,1.613226452905811570e+00,3.867735470941884302e-01
8.452104208416834297e+00,4.926677914678223025e-01,1.524201078501249799e-02,2.581268512969569162e+00,7.645855625827668867e-02,9.235414437417233113e-01,6.162324649298597246e-01,1.616232464929859614e+00,3.837675350701402754e-01
8.491382765531062304e+00,4.881244177111839777e-01,1.479169966554483989e-02,2.593860066691372257e+00,7.314626128378409753e-02,9.268537387162159025e-01,6.192384769539077682e-01,1.619238476953907657e+00,3.807615230460922318e-01
8.530661322645292088e+00,4.835922260462745537e-01,1.435406922816606472e-02,2.606451620413174908e+00,6.990164189094599800e-02,9.300983581090540575e-01,6.222444889779559229e-01,1.622244488977955923e+00,3.777555110220440771e-01
8.569939879759520096e+00,4.790720534176914347e-01,1.392878755849214119e-02,2.619043174134977559e+00,6.672521249836688151e-02,9.332747875016331740e-01,6.252505010020039666e-01,1.625250501002003967e+00,3.747494989979960334e-01
8.609218436873748104e+00,4.745647108977114059e-01,1.351553038185730055e-02,2.631634727856780653e+00,6.361747671345879818e-02,9.363825232865412573e-01,6.282565130260521213e-01,1.628256513026052232e+00,3.717434869739478787e-01
8.648496993987976111e+00,4.700709840672853135e-01,1.311398093361024544e-02,2.644226281578583304e+00,6.057892725259717004e-02,9.394210727474028300e-01,6.312625250501001650e-01,1.631262525050100276e+00,3.687374749498998350e-01
8.687775551102205895e+00,4.655916334015398061e-01,1.272382982933873558e-02,2.656817835300385955e+00,5.761004586300233488e-02,9.423899541369976651e-01,6.342685370741483197e-01,1.634268537074148320e+00,3.657314629258516803e-01
8.727054108216433903e+00,4.611273946591855633e-01,1.234477493517285689e-02,2.669409389022188606e+00,5.471130324636114262e-02,9.452886967536389129e-01,6.372745490981963634e-01,1.637274549098196363e+00,3.627254509018036366e-01
8.766332665330661911e+00,4.566789792752490307e-01,1.197652123830710361e-02,2.682000942743991700e+00,5.188315898419970651e-02,9.481168410158002935e-01,6.402805611222445181e-01,1.640280561122244407e+00,3.597194388777554819e-01
8.805611222444889918e+00,4.522470747565853766e-01,1.161878071787292993e-02,2.694592496465794351e+00,4.912606146501885540e-02,9.508739385349811446e-01,6.432865731462925618e-01,1.643286573146292451e+00,3.567134268537074382e-01
8.844889779559119702e+00,4.478323450796451444e-01,1.127127221628398263e-02,2.707184050187597002e+00,4.644044781320422199e-02,9.535595521867957780e-01,6.462925851703407165e-01,1.646292585170340717e+00,3.537074148296592835e-01
8.884168336673347710e+00,4.434354310899977780e-01,1.093372131116819405e-02,2.719775603909400097e+00,4.382674381972223587e-02,9.561732561802778196e-01,6.492985971943887602e-01,1.649298597194388760e+00,3.507014028056112398e-01
8.923446893787575718e+00,4.390569509031430062e-01,1.060586018799291284e-02,2.732367157631202748e+00,4.128536387461340107e-02,9.587146361253866544e-01,6.523046092184369149e-01,1.652304609218437026e+00,3.476953907815630851e-01
8.962725450901803725e+00,4.346975003061612775e-01,1.028742751348171204e-02,2.744958711353005398e+00,3.881671090129246160e-02,9.611832890987075384e-01,6.553106212424849586e-01,1.655310621242485070e+00,3.446893787575150414e-01
9.002004008016033509e+00,4.303576531597773092e-01,9.978168309914228762e-03,2.757550265074808049e+00,3.642117629266683476e-02,9.635788237073331652e-01,6.583166332665331133e-01,1.658316633266533113e+00,3.416833667334668867e-01
9.041282565130261517e+00,4.260379618004407898e-01,9.677833830393743619e-03,2.770141818796611144e+00,3.409913984908330420e-02,9.659008601509166958e-01,6.613226452905811570e-01,1.661322645290581157e+00,3.386773547094188430e-01
9.080561122244489525e+00,4.217389574420365439e-01,9.386181435160206865e-03,2.782733372518413795e+00,3.185096971811274269e-02,9.681490302818872573e-01,6.643286573146292007e-01,1.664328657314629201e+00,3.356713426853707993e-01
9.119839679358717532e+00,4.174611505768734410e-01,9.102974469021094320e-03,2.795324926240216445e+00,2.967702233618152441e-02,9.703229776638184756e-01,6.673346693386773554e-01,1.667334669338677244e+00,3.326653306613226446e-01
9.159118236472947316e+00,4.132050313756082116e-01,8.827982139965639616e-03,2.807916479962019540e+00,2.757764237206067337e-02,9.724223576279393821e-01,6.703406813627253991e-01,1.670340681362725288e+00,3.296593186372746009e-01
9.198396793587175324e+00,4.089710700857884795e-01,8.560979399023277772e-03,2.820508033683822191e+00,2.555316267222046411e-02,9.744468373277794804e-01,6.733466933867735538e-01,1.673346693386773554e+00,3.266533066132264462e-01
9.237675350701403332e+00,4.047597174287111410e-01,8.301746821421067055e-03,2.833099587405624842e+00,2.360390420805874578e-02,9.763960957919413097e-01,6.763527054108215975e-01,1.676352705410821597e+00,3.236472945891784025e-01
9.276953907815631339e+00,4.005714049943188693e-01,8.050070489090659781e-03,2.845691141127427493e+00,2.173017602501292611e-02,9.782698239749870739e-01,6.793587174348697522e-01,1.679358717434869863e+00,3.206412825651302478e-01
9.316232464929861123e+00,3.964065456338669025e-01,7.805741874569932688e-03,2.858282694849230587e+00,1.993227519356188804e-02,9.800677248064381120e-01,6.823647294589177958e-01,1.682364729458917907e+00,3.176352705410822042e-01
9.355511022044089131e+00,3.922655338501112587e-01,7.568557726340414092e-03,2.870874248571033238e+00,1.821048676212755346e-02,9.817895132378724465e-01,6.853707414829659506e-01,1.685370741482965951e+00,3.146292585170340494e-01
9.394789579158317139e+00,3.881487461847875076e-01,7.338319955636947445e-03,2.883465802292835889e+00,1.656508371188114559e-02,9.834349162881188544e-01,6.883767535070139942e-01,1.688376753507013994e+00,3.116232464929860058e-01
9.434068136272545146e+00,3.840565416031662682e-01,7.114835524762534551e-03,2.896057356014638984e+00,1.499632691346375335e-02,9.850036730865362467e-01,6.913827655310621489e-01,1.691382765531062038e+00,3.086172344689378511e-01
9.473346693386774930e+00,3.799892618754758811e-01,6.897916336936974445e-03,2.908648909736441635e+00,1.350446508562663794e-02,9.864955349143733621e-01,6.943887775551101926e-01,1.694388777555110082e+00,3.056112224448898074e-01
9.512625250501002938e+00,3.759472319550146713e-01,6.687379127704745456e-03,2.921240463458244285e+00,1.208973475579766532e-02,9.879102652442023347e-01,6.973947895791583473e-01,1.697394789579158347e+00,3.026052104208416527e-01
9.551903807615230946e+00,3.719307603527670647e-01,6.483045357923814499e-03,2.933832017180046936e+00,1.075236022258146962e-02,9.892476397774185859e-01,7.004008016032063910e-01,1.700400801603206391e+00,2.995991983967936090e-01
9.591182364729458953e+00,3.679401395083724546e-01,6.284741108354280348e-03,2.946423570901850031e+00,9.492553520197732908e-03,9.905074464798022671e-01,7.034068136272545457e-01,1.703406813627254657e+00,2.965931863727454543e-01
9.630460921843688737e+00,3.639756461572915547e-01,6.092296975862331564e-03,2.959015124623652682e+00,8.310514384864409188e-03,9.916894856151355908e-01,7.064128256513025894e-01,1.706412825651302700e+00,2.935871743486974106e-01
9.669739478957916745e+00,3.600375416940355122e-01,5.905547971252538171e-03,2.971606678345455332e+00,7.206430223130277923e-03,9.927935697768697221e-01,7.094188376753507441e-01,1.709418837675350744e+00,2.905811623246492559e-01
9.709018036072144753e+00,3.561260725313308839e-01,5.724333418738405781e-03,2.984198232067258427e+00,6.180476082162655871e-03,9.938195239178373441e-01,7.124248496993987878e-01,1.712424849699398788e+00,2.875751503006012122e-01
9.748296593186372760e+00,3.522414704551073972e-01,5.548496857059102491e-03,2.996789785789061078e+00,5.232814621994597015e-03,9.947671853780053475e-01,7.154308617234468315e-01,1.715430861723446831e+00,2.845691382765531685e-01
9.787575150300602544e+00,3.483839529752019160e-01,5.377885942247516773e-03,3.009381339510863729e+00,4.363596089735910510e-03,9.956364039102640895e-01,7.184368737474949862e-01,1.718436873747494875e+00,2.815631262525050138e-01
9.826853707414830552e+00,3.445537236716857410e-01,5.212352352052790523e-03,3.021972893232666380e+00,3.572958295752048929e-03,9.964270417042480066e-01,7.214428857715430299e-01,1.721442885771542919e+00,2.785571142284569701e-01
9.866132264529058560e+00,3.407509725367280917e-01,5.051751692018257092e-03,3.034564446954469474e+00,2.861026591815141185e-03,9.971389734081848033e-01,7.244488977955911846e-01,1.724448897795591185e+00,2.755511022044088154e-01
9.905410821643286567e+00,3.369758763119216072e-01,4.895943403214019288e-03,3.047156000676272125e+00,2.227913851230056697e-03,9.977720861487699988e-01,7.274549098196392283e-01,1.727454909819639228e+00,2.725450901803607717e-01
9.944689378757516351e+00,3.332285988209994776e-01,4.744790671621291166e-03,3.059747554398074776e+00,1.673720450938720461e-03,9.983262795490612795e-01,7.304609218436873830e-01,1.730460921843687494e+00,2.695390781563126170e-01
9.983967935871744359e+00,3.295092912978893618e-01,4.598160339164191097e-03,3.072339108119877871e+00,1.198534255606065191e-03,9.988014657443939903e-01,7.334669338677354267e-01,1.733466933867735538e+00,2.665330661322645733e-01
1.002324649298597237e+01,3.258180927100453594e-01,4.455922816382814830e-03,3.084930661841680521e+00,8.024306036893968930e-04,9.991975693963106586e-01,7.364729458917835814e-01,1.736472945891783581e+00,2.635270541082164186e-01
1.006252505010020037e+01,3.221551300770187365e-01,4.317951996740306171e-03,3.097522215563483172e+00,4.854722954938384127e-04,9.995145277045061061e-01,7.394789579158316251e-01,1.739478957915831625e+00,2.605210420841683749e-01
1.010180360721443016e+01,3.185205187842296004e-01,4.184125172554917747e-03,3.110113769285285823e+00,2.477095832156828159e-04,9.997522904167843727e-01,7.424849699398797798e-01,1.742484969939879669e+00,2.575150300601202202e-01
1.014108216432865817e+01,3.149143628919064408e-01,4.054322952547035133e-03,3.122705323007088918e+00,8.918016297515540813e-05,9.999108198370247891e-01,7.454909819639278235e-01,1.745490981963927712e+00,2.545090180360721765e-01
1.018036072144288617e+01,3.113367554391684444e-01,3.928429180989786301e-03,3.135296876728891569e+00,9.909168839861148825e-06,9.999900908311600833e-01,7.484969939879759782e-01,1.748496993987975978e+00,2.515030060120240218e-01
1.021963927855711418e+01,3.077877787432354850e-01,3.806330858450938503e-03,3.147888430450694219e+00,9.909168839861148825e-06,9.999900908311600833e-01,7.515030060120240218e-01,1.751503006012024022e+00,2.484969939879759782e-01
1.025891783567134397e+01,3.042675046937500793e-01,3.687918064112621994e-03,3.160479984172497314e+00,8.918016297515540813e-05,9.999108198370247891e-01,7.545090180360721765e-01,1.754509018036072288e+00,2.454909819639278235e-01
1.029819639278557197e+01,3.007759950422035922e-01,3.573083879654634625e-03,3.173071537894299965e+00,2.477095832156828159e-04,9.997522904167843727e-01,7.575150300601202202e-01,1.757515030060120331e+00,2.424849699398797798e-01
