sweep,chain_0,chain_1,chain_2,chain_3
31100,-1.309900225360998,-0.9618855064361422,-0.9534823945209828,-1.0584170568184443
31200,-1.2131916981506465,-1.0234309186054935,-1.0232416114125884,-0.9399818307476588
31300,-0.9775790551922549,-0.995135528229714,-0.8055627325254271,-0.9840368709917574
31400,-0.9758188767157335,-0.8943856987521606,-1.1497984487483262,-1.1228302047551288
31500,-1.0446015681163956,-1.0883267025712626,-0.6604650609963398,-0.9479465927147368
31600,-0.9007398226402906,-1.2176997735326005,-1.242117380248397,-0.9725385689738957
31700,-1.147295983622541,-0.9487166685321221,-1.1422735766549328,-1.0737001548718512
31800,-1.0197239812139975,-0.8319802976836395,-0.8458050649037094,-1.2856429480110718
31900,-1.135077339033959,-1.167187646258406,-1.0594948393978847,-1.0946323056633018
32000,-1.0061163691939925,-0.9111074364738928,-1.2133696538687537,-0.9707811206770707
32100,-1.0252261233171873,-1.1328327062033738,-1.0972852867391496,-1.1305653080950202
32200,-1.0454113171530086,-0.8753566645118452,-0.8748315097352118,-1.1190992214235274
32300,-1.1436931057376591,-1.1516660079372603,-0.9280246564569261,-1.0849605270340277
32400,-0.9911092198973199,-1.0682875093965822,-0.9200830019234181,-1.0983987779132625
32500,-0.8821820228744326,-1.1660631100934487,-1.1349479730392367,-1.1536475372500021
