T_K,T_over_Tc,E_star,instanton_action,gaussian_energy_width,exact_flux,classical_TST_flux,thermal_WKB_flux,instanton_flux,exact_over_TST,WKB_over_TST,instanton_over_TST,instanton_over_exact,WKB_over_exact
304.0,1.2218666514087682,nan,nan,nan,1.5792839694087113e-08,4.722294648821242e-09,1.7142535538677062e-08,nan,3.344314759780873,3.6301283197049354,nan,nan,1.0854625178710122
306.0,1.2299052477996153,nan,nan,nan,1.6740730817467055e-08,5.087280086705676e-09,1.8211134571204192e-08,nan,3.290703584655135,3.579738929412281,nan,nan,1.0878339046108392
308.0,1.2379438441904624,nan,nan,nan,1.7735198564609088e-08,5.475411263146322e-09,1.9334216245285014e-08,nan,3.239062366690234,3.5310984538127723,nan,nan,1.0901606866622173
310.0,1.2459824405813098,nan,nan,nan,1.8777964321071203e-08,5.887813177174383e-09,2.0513862735235603e-08,nan,3.1892935043979986,3.484122562645644,nan,nan,1.0924433758890737
312.0,1.254021036972157,nan,nan,nan,1.987078813297403e-08,6.325646733922271e-09,2.175220396018307e-08,nan,3.141305382485844,3.43873201826676,nan,nan,1.094682496467615
314.0,1.262059633363004,nan,nan,nan,2.1015468755821257e-08,6.790109107575151e-09,2.3051417596188977e-08,nan,3.0950119391124473,3.394852311058221,nan,nan,1.0968785832961145
316.0,1.2700982297538512,nan,nan,nan,2.2213843683587523e-08,7.282434084386178e-09,2.4413729061133652e-08,nan,3.0503322688790098,3.3524133247532766,nan,nan,1.0990321805123484
318.0,1.2781368261446984,nan,nan,nan,2.346778915823519e-08,7.803892385524525e-09,2.584141147265611e-08,nan,3.0071902582569816,3.311349028926829,nan,nan,1.1011438401127778
320.0,1.2861754225355455,nan,nan,nan,2.4779220159838367e-08,8.355791969557e-09,2.7336785579469936e-08,nan,2.9655142504884657,3.2715971961804664,nan,nan,1.1032141206678012
322.0,1.2942140189263927,nan,nan,nan,2.615009037751481e-08,8.939478314397927e-09,2.8902219666406324e-08,nan,2.925236737293435,3.2330991417985095,nan,nan,1.1052435861276386
324.0,1.3022526153172398,nan,nan,nan,2.7582392161381225e-08,9.556334678591913e-09,3.0540129433558035e-08,nan,2.886294074983713,3.195799483872618,nan,nan,1.107232804713654
326.0,1.310291211708087,nan,nan,nan,2.907815645576667e-08,1.0207782341826437e-08,3.2252977849924586e-08,nan,2.8486262228200916,3.159645922089057,nan,nan,1.1091823478901564
328.0,1.318329808098934,nan,nan,nan,3.063945271393429e-08,1.0895280824600707e-08,3.404327498198118e-08,nan,2.8121765016604954,3.1245890335487347,nan,nan,1.1110927894119627
330.0,1.3263684044897812,nan,nan,nan,3.2268388794576024e-08,1.1620328087006034e-08,3.591357779761367e-08,nan,2.7768913711359713,3.0905820841472273,nan,nan,1.1129647044432032
332.0,1.3344070008806284,nan,nan,nan,3.396711084036158e-08,1.238446070660296e-08,3.786648994588482e-08,nan,2.742720223760047,3.057580854182511,nan,nan,1.114798668743112
334.0,1.3424455972714757,nan,nan,nan,3.573780313883273e-08,1.318925403540584e-08,3.990466151311113e-08,nan,2.7096151945285554,3.0255434769843106,nan,nan,1.11659525791474
336.0,1.3504841936623229,nan,nan,nan,3.758268796595094e-08,1.4036322336014227e-08,4.203078875575083e-08,nan,2.6775309847025763,2.9944302894718184,nan,nan,1.118355046712725
338.0,1.35852279005317,nan,nan,nan,3.9504025412614556e-08,1.4927318896954946e-08,4.424761381061566e-08,nan,2.6464246985889117,2.9642036936480145,nan,nan,1.120078608406483
340.0,1.3665613864440171,nan,nan,nan,4.1504113194473575e-08,1.5863936127323566e-08,4.655792438293426e-08,nan,2.6162556922419866,2.9348280281300614,nan,nan,1.1217665141953597
342.0,1.3745999828348643,nan,nan,nan,4.3585286445382035e-08,1.6847905630838765e-08,4.8964553412809205e-08,nan,2.5869854331094184,2.906269448897164,nan,nan,1.1234193326724624
344.0,1.3826385792257114,nan,nan,nan,4.57499174948337e-08,1.788099825944478e-08,5.147037872061868e-08,nan,2.558577369732056,2.8784958185112464,nan,nan,1.1250376293341067
346.0,1.3906771756165586,nan,nan,nan,4.800041562973857e-08,1.8965024146619596e-08,5.407832263192567e-08,nan,2.5309968106892375,2.851476603132341,nan,nan,1.1266219661319252
348.0,1.3987157720074057,nan,nan,nan,5.0339226840902676e-08,2.010183272056754e-08,5.679135158246578e-08,nan,2.5042108120518396,2.8251827767106388,nan,nan,1.1281729010649104
350.0,1.4067543683982529,nan,nan,nan,5.276883355458248e-08,2.129331269749442e-08,5.961247570379309e-08,nan,2.478188072670899,2.799586731791511,nan,nan,1.1296909878087746
